CustomerKey,CustomerID,CustomerName,Gender,AgeGroup,GeographyKey,SignupDate,CustomerSegment,Region,State,City,CustomerType
4851,CUST004851,Customer 004851,Female,35-44,6,2023-08-12,Occasional,North,Haryana,Gurugram,Existing
4852,CUST004852,Customer 004852,Male,25-34,13,2025-05-16,Low Value,West,Gujarat,Surat,Existing
4853,CUST004853,Customer 004853,Female,45-54,22,2024-09-13,At Risk,South,Andhra Pradesh,Vijayawada,Existing
4854,CUST004854,Customer 004854,Male,35-44,12,2023-07-13,Champions,West,Gujarat,Ahmedabad,Existing
4855,CUST004855,Customer 004855,Male,45-54,17,2024-05-21,At Risk,South,Karnataka,Bengaluru,Existing
4856,CUST004856,Customer 004856,Female,25-34,16,2021-07-02,Occasional,West,Madhya Pradesh,Bhopal,Existing
4857,CUST004857,Customer 004857,Male,35-44,1,2021-12-21,Loyal,North,Delhi,Delhi,Existing
4858,CUST004858,Customer 004858,Male,35-44,7,2025-11-10,Low Value,North,Punjab,Ludhiana,New
4859,CUST004859,Customer 004859,Male,35-44,3,2023-08-28,Potential Loyalist,North,Uttar Pradesh,Kanpur,Existing
4860,CUST004860,Customer 004860,Male,18-24,6,2022-07-19,Potential Loyalist,North,Haryana,Gurugram,Existing
4861,CUST004861,Customer 004861,Female,25-34,28,2024-05-28,Champions,East,Jharkhand,Ranchi,Existing
4862,CUST004862,Customer 004862,Male,35-44,21,2025-06-07,Low Value,South,Telangana,Hyderabad,Existing
4863,CUST004863,Customer 004863,Male,35-44,3,2025-09-04,At Risk,North,Uttar Pradesh,Kanpur,New
4864,CUST004864,Customer 004864,Female,25-34,22,2023-09-22,Loyal,South,Andhra Pradesh,Vijayawada,Existing
4865,CUST004865,Customer 004865,Female,45-54,3,2021-01-28,Occasional,North,Uttar Pradesh,Kanpur,Existing
4866,CUST004866,Customer 004866,Male,35-44,8,2023-03-25,Potential Loyalist,North,Rajasthan,Jaipur,Existing
4867,CUST004867,Customer 004867,Male,55+,14,2024-04-15,Champions,West,Goa,Panaji,Existing
4868,CUST004868,Customer 004868,Male,35-44,23,2024-11-03,Low Value,South,Kerala,Kochi,Existing
4869,CUST004869,Customer 004869,Other,35-44,9,2022-03-27,At Risk,West,Maharashtra,Mumbai,Existing
4870,CUST004870,Customer 004870,Male,45-54,5,2022-05-02,Low Value,North,Uttar Pradesh,Varanasi,Existing
4871,CUST004871,Customer 004871,Male,45-54,28,2025-08-18,Loyal,East,Jharkhand,Ranchi,New
4872,CUST004872,Customer 004872,Male,35-44,15,2024-06-26,Occasional,West,Madhya Pradesh,Indore,Existing
4873,CUST004873,Customer 004873,Female,18-24,17,2021-07-26,Loyal,South,Karnataka,Bengaluru,Existing
4874,CUST004874,Customer 004874,Male,45-54,27,2024-06-21,Potential Loyalist,East,Bihar,Patna,Existing
4875,CUST004875,Customer 004875,Male,35-44,10,2022-11-10,Low Value,West,Maharashtra,Pune,Existing
4876,CUST004876,Customer 004876,Female,55+,27,2021-08-02,Champions,East,Bihar,Patna,Existing
4877,CUST004877,Customer 004877,Female,25-34,8,2024-01-13,Occasional,North,Rajasthan,Jaipur,Existing
4878,CUST004878,Customer 004878,Other,35-44,18,2021-01-27,Potential Loyalist,South,Karnataka,Mysuru,Existing
4879,CUST004879,Customer 004879,Male,35-44,6,2023-11-25,Occasional,North,Haryana,Gurugram,Existing
4880,CUST004880,Customer 004880,Male,25-34,17,2025-03-06,Loyal,South,Karnataka,Bengaluru,Existing
4881,CUST004881,Customer 004881,Male,35-44,22,2023-03-26,Loyal,South,Andhra Pradesh,Vijayawada,Existing
4882,CUST004882,Customer 004882,Male,25-34,4,2023-03-31,Occasional,North,Uttar Pradesh,Noida,Existing
4883,CUST004883,Customer 004883,Male,25-34,21,2021-03-10,Occasional,South,Telangana,Hyderabad,Existing
4884,CUST004884,Customer 004884,Female,35-44,15,2021-07-13,At Risk,West,Madhya Pradesh,Indore,Existing
4885,CUST004885,Customer 004885,Female,25-34,10,2021-10-24,Loyal,West,Maharashtra,Pune,Existing
4886,CUST004886,Customer 004886,Male,35-44,23,2025-05-05,Champions,South,Kerala,Kochi,Existing
4887,CUST004887,Customer 004887,Male,45-54,13,2022-07-11,Low Value,West,Gujarat,Surat,Existing
4888,CUST004888,Customer 004888,Male,25-34,22,2024-07-23,Loyal,South,Andhra Pradesh,Vijayawada,Existing
4889,CUST004889,Customer 004889,Male,25-34,1,2025-07-14,Potential Loyalist,North,Delhi,Delhi,New
4890,CUST004890,Customer 004890,Male,25-34,25,2023-08-25,Occasional,East,West Bengal,Kolkata,Existing
4891,CUST004891,Customer 004891,Female,25-34,22,2021-10-19,Loyal,South,Andhra Pradesh,Vijayawada,Existing
4892,CUST004892,Customer 004892,Male,45-54,22,2025-10-02,Occasional,South,Andhra Pradesh,Vijayawada,New
4893,CUST004893,Customer 004893,Male,25-34,9,2022-08-26,Low Value,West,Maharashtra,Mumbai,Existing
4894,CUST004894,Customer 004894,Male,25-34,28,2021-11-22,Potential Loyalist,East,Jharkhand,Ranchi,Existing
4895,CUST004895,Customer 004895,Female,55+,26,2024-03-21,Occasional,East,Odisha,Bhubaneswar,Existing
4896,CUST004896,Customer 004896,Female,35-44,5,2022-11-07,Potential Loyalist,North,Uttar Pradesh,Varanasi,Existing
4897,CUST004897,Customer 004897,Male,25-34,11,2024-03-02,Low Value,West,Maharashtra,Nagpur,Existing
4898,CUST004898,Customer 004898,Female,25-34,22,2024-05-20,Loyal,South,Andhra Pradesh,Vijayawada,Existing
4899,CUST004899,Customer 004899,Male,18-24,22,2023-10-12,Loyal,South,Andhra Pradesh,Vijayawada,Existing
4900,CUST004900,Customer 004900,Male,25-34,23,2021-06-30,Loyal,South,Kerala,Kochi,Existing
4901,CUST004901,Customer 004901,Male,35-44,25,2023-02-07,Potential Loyalist,East,West Bengal,Kolkata,Existing
4902,CUST004902,Customer 004902,Male,55+,21,2021-12-27,Occasional,South,Telangana,Hyderabad,Existing
4903,CUST004903,Customer 004903,Male,35-44,21,2022-02-28,Occasional,South,Telangana,Hyderabad,Existing
4904,CUST004904,Customer 004904,Male,25-34,4,2022-09-02,Occasional,North,Uttar Pradesh,Noida,Existing
4905,CUST004905,Customer 004905,Female,55+,26,2021-05-04,Low Value,East,Odisha,Bhubaneswar,Existing
4906,CUST004906,Customer 004906,Male,25-34,20,2021-06-27,Potential Loyalist,South,Tamil Nadu,Coimbatore,Existing
4907,CUST004907,Customer 004907,Female,35-44,16,2021-11-26,Occasional,West,Madhya Pradesh,Bhopal,Existing
4908,CUST004908,Customer 004908,Female,45-54,28,2023-08-21,Potential Loyalist,East,Jharkhand,Ranchi,Existing
4909,CUST004909,Customer 004909,Female,45-54,24,2025-11-12,Occasional,South,Kerala,Thiruvananthapuram,New
4910,CUST004910,Customer 004910,Female,55+,29,2024-06-03,Low Value,Central,Chhattisgarh,Raipur,Existing
4911,CUST004911,Customer 004911,Male,18-24,18,2021-06-12,Low Value,South,Karnataka,Mysuru,Existing
4912,CUST004912,Customer 004912,Female,55+,26,2023-03-24,Occasional,East,Odisha,Bhubaneswar,Existing
4913,CUST004913,Customer 004913,Male,25-34,8,2022-05-08,Low Value,North,Rajasthan,Jaipur,Existing
4914,CUST004914,Customer 004914,Male,18-24,2,2023-05-28,Occasional,North,Uttar Pradesh,Lucknow,Existing
4915,CUST004915,Customer 004915,Female,55+,17,2022-04-16,Low Value,South,Karnataka,Bengaluru,Existing
4916,CUST004916,Customer 004916,Male,45-54,10,2024-10-12,Low Value,West,Maharashtra,Pune,Existing
4917,CUST004917,Customer 004917,Male,25-34,13,2021-12-07,Loyal,West,Gujarat,Surat,Existing
4918,CUST004918,Customer 004918,Male,25-34,15,2021-06-04,Occasional,West,Madhya Pradesh,Indore,Existing
4919,CUST004919,Customer 004919,Male,35-44,9,2023-01-30,Potential Loyalist,West,Maharashtra,Mumbai,Existing
4920,CUST004920,Customer 004920,Female,55+,27,2024-05-01,Champions,East,Bihar,Patna,Existing
4921,CUST004921,Customer 004921,Male,35-44,8,2022-08-08,Occasional,North,Rajasthan,Jaipur,Existing
4922,CUST004922,Customer 004922,Male,25-34,6,2024-07-06,Loyal,North,Haryana,Gurugram,Existing
4923,CUST004923,Customer 004923,Female,35-44,4,2024-06-07,Champions,North,Uttar Pradesh,Noida,Existing
4924,CUST004924,Customer 004924,Male,18-24,18,2021-04-10,Potential Loyalist,South,Karnataka,Mysuru,Existing
4925,CUST004925,Customer 004925,Female,25-34,24,2021-08-14,Loyal,South,Kerala,Thiruvananthapuram,Existing
4926,CUST004926,Customer 004926,Female,55+,3,2023-11-20,Low Value,North,Uttar Pradesh,Kanpur,Existing
4927,CUST004927,Customer 004927,Other,25-34,26,2023-01-05,At Risk,East,Odisha,Bhubaneswar,Existing
4928,CUST004928,Customer 004928,Male,25-34,4,2024-05-30,Low Value,North,Uttar Pradesh,Noida,Existing
4929,CUST004929,Customer 004929,Male,35-44,21,2023-11-06,Low Value,South,Telangana,Hyderabad,Existing
4930,CUST004930,Customer 004930,Male,25-34,13,2025-12-26,Occasional,West,Gujarat,Surat,New
4931,CUST004931,Customer 004931,Male,18-24,20,2022-12-19,Occasional,South,Tamil Nadu,Coimbatore,Existing
4932,CUST004932,Customer 004932,Male,25-34,11,2022-04-03,Champions,West,Maharashtra,Nagpur,Existing
4933,CUST004933,Customer 004933,Female,18-24,8,2021-08-04,Potential Loyalist,North,Rajasthan,Jaipur,Existing
4934,CUST004934,Customer 004934,Female,25-34,25,2022-09-04,Occasional,East,West Bengal,Kolkata,Existing
4935,CUST004935,Customer 004935,Female,25-34,14,2022-06-20,Potential Loyalist,West,Goa,Panaji,Existing
4936,CUST004936,Customer 004936,Female,35-44,14,2025-12-04,Potential Loyalist,West,Goa,Panaji,New
4937,CUST004937,Customer 004937,Female,25-34,16,2022-03-09,Loyal,West,Madhya Pradesh,Bhopal,Existing
4938,CUST004938,Customer 004938,Male,35-44,14,2023-08-17,Champions,West,Goa,Panaji,Existing
4939,CUST004939,Customer 004939,Female,25-34,1,2025-06-25,Loyal,North,Delhi,Delhi,Existing
4940,CUST004940,Customer 004940,Female,35-44,2,2022-07-12,At Risk,North,Uttar Pradesh,Lucknow,Existing
4941,CUST004941,Customer 004941,Female,25-34,28,2021-08-28,Occasional,East,Jharkhand,Ranchi,Existing
4942,CUST004942,Customer 004942,Female,25-34,20,2023-03-27,Potential Loyalist,South,Tamil Nadu,Coimbatore,Existing
4943,CUST004943,Customer 004943,Male,25-34,1,2021-04-12,Champions,North,Delhi,Delhi,Existing
4944,CUST004944,Customer 004944,Male,25-34,11,2022-10-27,Loyal,West,Maharashtra,Nagpur,Existing
4945,CUST004945,Customer 004945,Female,35-44,6,2023-12-03,Potential Loyalist,North,Haryana,Gurugram,Existing
4946,CUST004946,Customer 004946,Male,25-34,15,2025-05-10,Loyal,West,Madhya Pradesh,Indore,Existing
4947,CUST004947,Customer 004947,Female,35-44,12,2024-12-12,At Risk,West,Gujarat,Ahmedabad,Existing
4948,CUST004948,Customer 004948,Female,25-34,5,2021-11-17,At Risk,North,Uttar Pradesh,Varanasi,Existing
4949,CUST004949,Customer 004949,Male,35-44,29,2025-08-19,Loyal,Central,Chhattisgarh,Raipur,New
4950,CUST004950,Customer 004950,Male,25-34,23,2023-03-20,Occasional,South,Kerala,Kochi,Existing
4951,CUST004951,Customer 004951,Male,45-54,12,2022-02-17,Occasional,West,Gujarat,Ahmedabad,Existing
4952,CUST004952,Customer 004952,Female,35-44,22,2023-07-17,Low Value,South,Andhra Pradesh,Vijayawada,Existing
4953,CUST004953,Customer 004953,Female,25-34,14,2021-02-03,At Risk,West,Goa,Panaji,Existing
4954,CUST004954,Customer 004954,Male,55+,14,2023-01-20,Occasional,West,Goa,Panaji,Existing
4955,CUST004955,Customer 004955,Female,25-34,19,2022-03-21,Occasional,South,Tamil Nadu,Chennai,Existing
4956,CUST004956,Customer 004956,Male,55+,5,2021-06-29,Loyal,North,Uttar Pradesh,Varanasi,Existing
4957,CUST004957,Customer 004957,Male,18-24,3,2025-08-17,Low Value,North,Uttar Pradesh,Kanpur,New
4958,CUST004958,Customer 004958,Female,35-44,25,2022-12-18,Occasional,East,West Bengal,Kolkata,Existing
4959,CUST004959,Customer 004959,Male,45-54,18,2024-07-15,Occasional,South,Karnataka,Mysuru,Existing
4960,CUST004960,Customer 004960,Male,45-54,6,2025-04-07,Occasional,North,Haryana,Gurugram,Existing
4961,CUST004961,Customer 004961,Female,35-44,9,2023-08-27,Potential Loyalist,West,Maharashtra,Mumbai,Existing
4962,CUST004962,Customer 004962,Female,18-24,26,2021-11-08,At Risk,East,Odisha,Bhubaneswar,Existing
4963,CUST004963,Customer 004963,Female,25-34,7,2021-01-06,Low Value,North,Punjab,Ludhiana,Existing
4964,CUST004964,Customer 004964,Female,25-34,21,2022-07-02,Potential Loyalist,South,Telangana,Hyderabad,Existing
4965,CUST004965,Customer 004965,Male,18-24,18,2022-09-30,Potential Loyalist,South,Karnataka,Mysuru,Existing
4966,CUST004966,Customer 004966,Female,45-54,2,2022-04-03,Loyal,North,Uttar Pradesh,Lucknow,Existing
4967,CUST004967,Customer 004967,Female,25-34,20,2025-10-31,Loyal,South,Tamil Nadu,Coimbatore,New
4968,CUST004968,Customer 004968,Female,55+,10,2025-09-19,Potential Loyalist,West,Maharashtra,Pune,New
4969,CUST004969,Customer 004969,Male,35-44,12,2022-07-25,Low Value,West,Gujarat,Ahmedabad,Existing
4970,CUST004970,Customer 004970,Male,35-44,2,2025-02-12,Occasional,North,Uttar Pradesh,Lucknow,Existing
4971,CUST004971,Customer 004971,Female,18-24,28,2021-03-09,Occasional,East,Jharkhand,Ranchi,Existing
4972,CUST004972,Customer 004972,Male,25-34,13,2021-04-30,Low Value,West,Gujarat,Surat,Existing
4973,CUST004973,Customer 004973,Female,25-34,29,2023-08-22,At Risk,Central,Chhattisgarh,Raipur,Existing
4974,CUST004974,Customer 004974,Female,25-34,8,2024-09-18,Champions,North,Rajasthan,Jaipur,Existing
4975,CUST004975,Customer 004975,Female,25-34,26,2023-04-28,Loyal,East,Odisha,Bhubaneswar,Existing
4976,CUST004976,Customer 004976,Female,25-34,23,2023-05-25,Loyal,South,Kerala,Kochi,Existing
4977,CUST004977,Customer 004977,Other,35-44,7,2023-08-05,Potential Loyalist,North,Punjab,Ludhiana,Existing
4978,CUST004978,Customer 004978,Female,35-44,3,2023-10-07,At Risk,North,Uttar Pradesh,Kanpur,Existing
4979,CUST004979,Customer 004979,Male,18-24,23,2021-12-12,At Risk,South,Kerala,Kochi,Existing
4980,CUST004980,Customer 004980,Male,25-34,8,2024-06-22,Loyal,North,Rajasthan,Jaipur,Existing
4981,CUST004981,Customer 004981,Male,45-54,21,2025-05-23,Occasional,South,Telangana,Hyderabad,Existing
4982,CUST004982,Customer 004982,Male,35-44,1,2025-08-17,Loyal,North,Delhi,Delhi,New
4983,CUST004983,Customer 004983,Female,25-34,15,2024-08-13,Loyal,West,Madhya Pradesh,Indore,Existing
4984,CUST004984,Customer 004984,Male,45-54,1,2025-10-05,Loyal,North,Delhi,Delhi,New
4985,CUST004985,Customer 004985,Male,35-44,12,2025-07-27,Low Value,West,Gujarat,Ahmedabad,New
4986,CUST004986,Customer 004986,Female,35-44,11,2023-07-23,Potential Loyalist,West,Maharashtra,Nagpur,Existing
4987,CUST004987,Customer 004987,Male,45-54,16,2022-09-20,Low Value,West,Madhya Pradesh,Bhopal,Existing
4988,CUST004988,Customer 004988,Male,35-44,4,2025-06-17,At Risk,North,Uttar Pradesh,Noida,Existing
4989,CUST004989,Customer 004989,Female,25-34,2,2022-09-06,At Risk,North,Uttar Pradesh,Lucknow,Existing
4990,CUST004990,Customer 004990,Male,25-34,23,2024-10-15,At Risk,South,Kerala,Kochi,Existing
4991,CUST004991,Customer 004991,Male,45-54,29,2024-10-03,Loyal,Central,Chhattisgarh,Raipur,Existing
4992,CUST004992,Customer 004992,Male,45-54,3,2024-12-31,At Risk,North,Uttar Pradesh,Kanpur,Existing
4993,CUST004993,Customer 004993,Male,18-24,28,2025-02-04,Loyal,East,Jharkhand,Ranchi,Existing
4994,CUST004994,Customer 004994,Male,35-44,4,2021-10-02,Low Value,North,Uttar Pradesh,Noida,Existing
4995,CUST004995,Customer 004995,Female,25-34,25,2022-09-22,Low Value,East,West Bengal,Kolkata,Existing
4996,CUST004996,Customer 004996,Male,18-24,18,2023-12-25,Low Value,South,Karnataka,Mysuru,Existing
4997,CUST004997,Customer 004997,Female,35-44,12,2021-03-10,Low Value,West,Gujarat,Ahmedabad,Existing
4998,CUST004998,Customer 004998,Male,55+,24,2022-12-28,Potential Loyalist,South,Kerala,Thiruvananthapuram,Existing
4999,CUST004999,Customer 004999,Female,35-44,1,2021-11-05,Low Value,North,Delhi,Delhi,Existing
5000,CUST005000,Customer 005000,Female,35-44,3,2021-05-27,Potential Loyalist,North,Uttar Pradesh,Kanpur,Existing
5001,CUST005001,Customer 005001,Male,55+,4,2022-08-01,Occasional,North,Uttar Pradesh,Noida,Existing
5002,CUST005002,Customer 005002,Female,25-34,6,2022-05-23,At Risk,North,Haryana,Gurugram,Existing
5003,CUST005003,Customer 005003,Male,25-34,17,2021-06-25,Potential Loyalist,South,Karnataka,Bengaluru,Existing
5004,CUST005004,Customer 005004,Female,25-34,8,2022-08-01,Loyal,North,Rajasthan,Jaipur,Existing
5005,CUST005005,Customer 005005,Male,55+,18,2021-07-20,Low Value,South,Karnataka,Mysuru,Existing
5006,CUST005006,Customer 005006,Female,18-24,16,2023-11-08,Loyal,West,Madhya Pradesh,Bhopal,Existing
5007,CUST005007,Customer 005007,Female,45-54,21,2024-09-21,Potential Loyalist,South,Telangana,Hyderabad,Existing
5008,CUST005008,Customer 005008,Male,25-34,6,2024-02-25,Occasional,North,Haryana,Gurugram,Existing
5009,CUST005009,Customer 005009,Male,55+,24,2022-12-14,At Risk,South,Kerala,Thiruvananthapuram,Existing
5010,CUST005010,Customer 005010,Female,35-44,19,2025-02-24,Low Value,South,Tamil Nadu,Chennai,Existing
5011,CUST005011,Customer 005011,Male,35-44,28,2023-12-11,Occasional,East,Jharkhand,Ranchi,Existing
5012,CUST005012,Customer 005012,Male,35-44,25,2025-07-21,Occasional,East,West Bengal,Kolkata,New
5013,CUST005013,Customer 005013,Male,18-24,28,2024-03-20,Low Value,East,Jharkhand,Ranchi,Existing
5014,CUST005014,Customer 005014,Male,55+,21,2024-03-30,Occasional,South,Telangana,Hyderabad,Existing
5015,CUST005015,Customer 005015,Female,35-44,8,2021-07-07,Occasional,North,Rajasthan,Jaipur,Existing
5016,CUST005016,Customer 005016,Male,25-34,4,2021-08-18,Champions,North,Uttar Pradesh,Noida,Existing
5017,CUST005017,Customer 005017,Female,25-34,28,2023-08-13,Low Value,East,Jharkhand,Ranchi,Existing
5018,CUST005018,Customer 005018,Male,18-24,9,2025-06-22,Occasional,West,Maharashtra,Mumbai,Existing
5019,CUST005019,Customer 005019,Male,25-34,8,2024-04-19,Occasional,North,Rajasthan,Jaipur,Existing
5020,CUST005020,Customer 005020,Male,25-34,21,2023-04-26,Loyal,South,Telangana,Hyderabad,Existing
5021,CUST005021,Customer 005021,Male,25-34,19,2025-10-07,Occasional,South,Tamil Nadu,Chennai,New
5022,CUST005022,Customer 005022,Male,25-34,1,2025-02-02,Occasional,North,Delhi,Delhi,Existing
5023,CUST005023,Customer 005023,Female,35-44,21,2022-03-03,Loyal,South,Telangana,Hyderabad,Existing
5024,CUST005024,Customer 005024,Female,35-44,21,2024-01-11,At Risk,South,Telangana,Hyderabad,Existing
5025,CUST005025,Customer 005025,Female,45-54,4,2024-11-28,At Risk,North,Uttar Pradesh,Noida,Existing
5026,CUST005026,Customer 005026,Female,35-44,10,2022-04-23,Champions,West,Maharashtra,Pune,Existing
5027,CUST005027,Customer 005027,Male,35-44,26,2023-11-23,Potential Loyalist,East,Odisha,Bhubaneswar,Existing
5028,CUST005028,Customer 005028,Female,25-34,8,2023-01-20,Potential Loyalist,North,Rajasthan,Jaipur,Existing
5029,CUST005029,Customer 005029,Male,45-54,3,2022-08-16,Occasional,North,Uttar Pradesh,Kanpur,Existing
5030,CUST005030,Customer 005030,Female,55+,12,2023-05-17,Occasional,West,Gujarat,Ahmedabad,Existing
5031,CUST005031,Customer 005031,Male,35-44,26,2025-01-23,Occasional,East,Odisha,Bhubaneswar,Existing
5032,CUST005032,Customer 005032,Female,18-24,9,2022-05-29,Loyal,West,Maharashtra,Mumbai,Existing
5033,CUST005033,Customer 005033,Male,25-34,3,2024-12-12,Loyal,North,Uttar Pradesh,Kanpur,Existing
5034,CUST005034,Customer 005034,Male,18-24,4,2021-11-28,Occasional,North,Uttar Pradesh,Noida,Existing
5035,CUST005035,Customer 005035,Female,25-34,6,2025-06-14,Low Value,North,Haryana,Gurugram,Existing
5036,CUST005036,Customer 005036,Male,18-24,9,2025-07-20,Low Value,West,Maharashtra,Mumbai,New
5037,CUST005037,Customer 005037,Male,35-44,26,2024-12-10,At Risk,East,Odisha,Bhubaneswar,Existing
5038,CUST005038,Customer 005038,Female,45-54,2,2022-06-17,Champions,North,Uttar Pradesh,Lucknow,Existing
5039,CUST005039,Customer 005039,Female,45-54,2,2021-01-05,Loyal,North,Uttar Pradesh,Lucknow,Existing
5040,CUST005040,Customer 005040,Female,25-34,18,2021-10-11,Occasional,South,Karnataka,Mysuru,Existing
5041,CUST005041,Customer 005041,Female,35-44,21,2021-10-31,Potential Loyalist,South,Telangana,Hyderabad,Existing
5042,CUST005042,Customer 005042,Male,35-44,22,2023-05-14,Potential Loyalist,South,Andhra Pradesh,Vijayawada,Existing
5043,CUST005043,Customer 005043,Female,35-44,3,2024-05-05,Low Value,North,Uttar Pradesh,Kanpur,Existing
5044,CUST005044,Customer 005044,Female,18-24,3,2024-07-01,Loyal,North,Uttar Pradesh,Kanpur,Existing
5045,CUST005045,Customer 005045,Female,25-34,18,2023-05-17,Low Value,South,Karnataka,Mysuru,Existing
5046,CUST005046,Customer 005046,Male,25-34,27,2025-11-21,Champions,East,Bihar,Patna,New
5047,CUST005047,Customer 005047,Female,25-34,6,2023-04-18,Potential Loyalist,North,Haryana,Gurugram,Existing
5048,CUST005048,Customer 005048,Female,45-54,1,2025-06-07,Occasional,North,Delhi,Delhi,Existing
5049,CUST005049,Customer 005049,Female,25-34,25,2025-11-07,Potential Loyalist,East,West Bengal,Kolkata,New
5050,CUST005050,Customer 005050,Female,55+,15,2021-06-17,Low Value,West,Madhya Pradesh,Indore,Existing
5051,CUST005051,Customer 005051,Female,45-54,11,2021-01-06,Occasional,West,Maharashtra,Nagpur,Existing
5052,CUST005052,Customer 005052,Male,35-44,10,2021-05-22,Occasional,West,Maharashtra,Pune,Existing
5053,CUST005053,Customer 005053,Female,45-54,4,2022-01-10,Occasional,North,Uttar Pradesh,Noida,Existing
5054,CUST005054,Customer 005054,Female,25-34,14,2024-02-23,At Risk,West,Goa,Panaji,Existing
5055,CUST005055,Customer 005055,Male,25-34,2,2024-09-08,Low Value,North,Uttar Pradesh,Lucknow,Existing
5056,CUST005056,Customer 005056,Male,25-34,13,2022-01-30,Occasional,West,Gujarat,Surat,Existing
5057,CUST005057,Customer 005057,Female,18-24,16,2024-04-05,Low Value,West,Madhya Pradesh,Bhopal,Existing
5058,CUST005058,Customer 005058,Female,55+,12,2025-09-01,Occasional,West,Gujarat,Ahmedabad,New
5059,CUST005059,Customer 005059,Male,45-54,22,2023-11-14,Occasional,South,Andhra Pradesh,Vijayawada,Existing
5060,CUST005060,Customer 005060,Male,18-24,5,2025-09-03,Loyal,North,Uttar Pradesh,Varanasi,New
5061,CUST005061,Customer 005061,Female,45-54,19,2021-04-19,Loyal,South,Tamil Nadu,Chennai,Existing
5062,CUST005062,Customer 005062,Female,25-34,29,2021-07-29,Occasional,Central,Chhattisgarh,Raipur,Existing
5063,CUST005063,Customer 005063,Male,55+,3,2022-08-30,Potential Loyalist,North,Uttar Pradesh,Kanpur,Existing
5064,CUST005064,Customer 005064,Female,25-34,21,2024-05-10,Occasional,South,Telangana,Hyderabad,Existing
5065,CUST005065,Customer 005065,Female,25-34,20,2024-12-04,Occasional,South,Tamil Nadu,Coimbatore,Existing
5066,CUST005066,Customer 005066,Male,55+,21,2023-03-08,Loyal,South,Telangana,Hyderabad,Existing
5067,CUST005067,Customer 005067,Male,35-44,2,2021-01-02,Occasional,North,Uttar Pradesh,Lucknow,Existing
5068,CUST005068,Customer 005068,Male,18-24,27,2025-12-27,Occasional,East,Bihar,Patna,New
5069,CUST005069,Customer 005069,Female,35-44,17,2023-01-13,Loyal,South,Karnataka,Bengaluru,Existing
5070,CUST005070,Customer 005070,Female,35-44,21,2023-02-05,Potential Loyalist,South,Telangana,Hyderabad,Existing
5071,CUST005071,Customer 005071,Female,35-44,11,2024-02-09,Potential Loyalist,West,Maharashtra,Nagpur,Existing
5072,CUST005072,Customer 005072,Female,25-34,1,2025-05-29,Occasional,North,Delhi,Delhi,Existing
5073,CUST005073,Customer 005073,Female,45-54,19,2021-03-17,At Risk,South,Tamil Nadu,Chennai,Existing
5074,CUST005074,Customer 005074,Male,35-44,8,2021-07-31,Champions,North,Rajasthan,Jaipur,Existing
5075,CUST005075,Customer 005075,Male,18-24,11,2025-07-12,Loyal,West,Maharashtra,Nagpur,New
5076,CUST005076,Customer 005076,Male,25-34,8,2024-06-10,Potential Loyalist,North,Rajasthan,Jaipur,Existing
5077,CUST005077,Customer 005077,Female,25-34,25,2021-07-06,At Risk,East,West Bengal,Kolkata,Existing
5078,CUST005078,Customer 005078,Female,55+,17,2024-07-22,Occasional,South,Karnataka,Bengaluru,Existing
5079,CUST005079,Customer 005079,Female,18-24,20,2021-11-06,Occasional,South,Tamil Nadu,Coimbatore,Existing
5080,CUST005080,Customer 005080,Female,25-34,6,2023-08-24,Potential Loyalist,North,Haryana,Gurugram,Existing
5081,CUST005081,Customer 005081,Female,18-24,7,2023-06-07,Potential Loyalist,North,Punjab,Ludhiana,Existing
5082,CUST005082,Customer 005082,Male,18-24,21,2025-08-14,Low Value,South,Telangana,Hyderabad,New
5083,CUST005083,Customer 005083,Male,35-44,13,2021-07-30,Low Value,West,Gujarat,Surat,Existing
5084,CUST005084,Customer 005084,Female,35-44,7,2021-12-17,Occasional,North,Punjab,Ludhiana,Existing
5085,CUST005085,Customer 005085,Female,25-34,11,2025-12-30,Potential Loyalist,West,Maharashtra,Nagpur,New
5086,CUST005086,Customer 005086,Female,45-54,10,2021-11-18,Occasional,West,Maharashtra,Pune,Existing
5087,CUST005087,Customer 005087,Female,18-24,8,2021-07-26,Occasional,North,Rajasthan,Jaipur,Existing
5088,CUST005088,Customer 005088,Female,35-44,10,2024-01-19,Potential Loyalist,West,Maharashtra,Pune,Existing
5089,CUST005089,Customer 005089,Male,45-54,22,2022-10-20,Occasional,South,Andhra Pradesh,Vijayawada,Existing
5090,CUST005090,Customer 005090,Female,45-54,11,2021-03-06,Loyal,West,Maharashtra,Nagpur,Existing
5091,CUST005091,Customer 005091,Female,35-44,20,2022-02-20,Loyal,South,Tamil Nadu,Coimbatore,Existing
5092,CUST005092,Customer 005092,Male,55+,17,2023-10-20,Loyal,South,Karnataka,Bengaluru,Existing
5093,CUST005093,Customer 005093,Male,18-24,11,2025-06-10,At Risk,West,Maharashtra,Nagpur,Existing
5094,CUST005094,Customer 005094,Female,45-54,16,2024-08-08,Loyal,West,Madhya Pradesh,Bhopal,Existing
5095,CUST005095,Customer 005095,Female,45-54,5,2022-04-22,Low Value,North,Uttar Pradesh,Varanasi,Existing
5096,CUST005096,Customer 005096,Female,35-44,10,2025-01-04,Potential Loyalist,West,Maharashtra,Pune,Existing
