ProductKey,ProductID,ProductName,Category,Subcategory,Brand,Supplier,UnitCost,ListPrice,ProductLaunchDate,ProductStatus
688,PRD00688,Grocery & FMCG Packaged Food Product 0688,Grocery & FMCG,Packaged Food,Zenith,Supplier A,2088.75,2400.76,2024-04-04,Active
689,PRD00689,Fashion Kids Apparel Product 0689,Fashion,Kids Apparel,Urban,Supplier C,548.47,987.79,2025-01-09,Active
690,PRD00690,Fashion Kids Apparel Product 0690,Fashion,Kids Apparel,Orion,Supplier B,2683.32,4014.82,2021-01-25,Active
691,PRD00691,Sports & Lifestyle Fitness Product 0691,Sports & Lifestyle,Fitness,Urban,Supplier E,575.77,880.68,2022-05-23,Active
692,PRD00692,Electronics Audio Product 0692,Electronics,Audio,Nova,Supplier E,2543.61,2838.98,2021-04-08,Active
693,PRD00693,Fashion Footwear Product 0693,Fashion,Footwear,Prime,Supplier B,1647.1,2380.19,2024-07-15,Active
694,PRD00694,Electronics Laptops Product 0694,Electronics,Laptops,Nova,Supplier B,19422.86,21497.63,2022-10-24,Active
695,PRD00695,Grocery & FMCG Snacks Product 0695,Grocery & FMCG,Snacks,Urban,Supplier A,1044.48,1171.38,2024-11-17,Active
696,PRD00696,Sports & Lifestyle Sports Equipment Product 0696,Sports & Lifestyle,Sports Equipment,Vertex,Supplier E,154.35,199.26,2024-08-01,Active
697,PRD00697,Home & Kitchen Cookware Product 0697,Home & Kitchen,Cookware,Orion,Supplier E,36135.42,53728.99,2022-11-15,Active
698,PRD00698,Grocery & FMCG Snacks Product 0698,Grocery & FMCG,Snacks,Vertex,Supplier D,71.93,85.41,2024-02-07,Active
699,PRD00699,Home & Kitchen Kitchen Appliances Product 0699,Home & Kitchen,Kitchen Appliances,Zenith,Supplier F,5010.99,7650.99,2021-01-27,Active
700,PRD00700,Sports & Lifestyle Lifestyle Accessories Product 0700,Sports & Lifestyle,Lifestyle Accessories,Apex,Supplier A,957.9,1443.26,2021-02-24,Active
701,PRD00701,Grocery & FMCG Beverages Product 0701,Grocery & FMCG,Beverages,Prime,Supplier B,26.13,29.68,2024-03-02,Active
702,PRD00702,Grocery & FMCG Snacks Product 0702,Grocery & FMCG,Snacks,Vertex,Supplier B,6916.94,7986.29,2023-12-12,Active
703,PRD00703,Electronics Televisions Product 0703,Electronics,Televisions,Prime,Supplier C,3257.01,3606.23,2025-02-25,Active
704,PRD00704,Sports & Lifestyle Sports Equipment Product 0704,Sports & Lifestyle,Sports Equipment,Nova,Supplier F,5571.42,8302.8,2023-02-20,Active
705,PRD00705,Beauty & Personal Care Personal Hygiene Product 0705,Beauty & Personal Care,Personal Hygiene,Apex,Supplier B,284.87,556.09,2021-10-25,Active
706,PRD00706,Home & Kitchen Kitchen Appliances Product 0706,Home & Kitchen,Kitchen Appliances,Urban,Supplier E,174.68,227.34,2024-11-23,Active
707,PRD00707,Grocery & FMCG Beverages Product 0707,Grocery & FMCG,Beverages,Vertex,Supplier B,5436.71,6123.07,2023-11-08,Active
708,PRD00708,Home & Kitchen Cookware Product 0708,Home & Kitchen,Cookware,Vertex,Supplier E,658.59,903.19,2023-03-29,Active
709,PRD00709,Grocery & FMCG Snacks Product 0709,Grocery & FMCG,Snacks,XBrand,Supplier E,3043.25,3345.39,2023-05-05,Active
710,PRD00710,Electronics Televisions Product 0710,Electronics,Televisions,Orion,Supplier A,90017.77,111313.11,2022-07-13,Active
711,PRD00711,Beauty & Personal Care Cosmetics Product 0711,Beauty & Personal Care,Cosmetics,Urban,Supplier B,130.71,228.52,2024-06-23,Active
712,PRD00712,Fashion Mens Apparel Product 0712,Fashion,Mens Apparel,Vertex,Supplier A,903.73,1349.78,2022-05-18,Active
713,PRD00713,Electronics Audio Product 0713,Electronics,Audio,Vertex,Supplier F,37877.17,48238.26,2024-01-18,Active
714,PRD00714,Home & Kitchen Kitchen Appliances Product 0714,Home & Kitchen,Kitchen Appliances,Urban,Supplier E,318.33,425.3,2021-07-22,Active
715,PRD00715,Electronics Laptops Product 0715,Electronics,Laptops,Apex,Supplier F,8593.43,9908.07,2023-08-04,Active
716,PRD00716,Fashion Womens Apparel Product 0716,Fashion,Womens Apparel,Prime,Supplier B,916.66,1239.5,2021-08-28,Active
717,PRD00717,Home & Kitchen Furniture Product 0717,Home & Kitchen,Furniture,Urban,Supplier F,9053.28,12138.31,2022-05-05,Active
718,PRD00718,Beauty & Personal Care Personal Hygiene Product 0718,Beauty & Personal Care,Personal Hygiene,Prime,Supplier F,132.82,243.26,2023-11-03,Active
719,PRD00719,Home & Kitchen Storage Product 0719,Home & Kitchen,Storage,Apex,Supplier B,18053.59,24485.64,2022-10-11,Active
720,PRD00720,Home & Kitchen Home Decor Product 0720,Home & Kitchen,Home Decor,Apex,Supplier A,847.77,1191.49,2024-08-31,Active
721,PRD00721,Grocery & FMCG Beverages Product 0721,Grocery & FMCG,Beverages,Zenith,Supplier A,107.46,119.88,2022-11-16,Active
722,PRD00722,Electronics Wearables Product 0722,Electronics,Wearables,Nova,Supplier E,33459.46,36593.53,2024-05-06,Active
723,PRD00723,Sports & Lifestyle Lifestyle Accessories Product 0723,Sports & Lifestyle,Lifestyle Accessories,XBrand,Supplier E,262.71,328.95,2021-08-31,Active
724,PRD00724,Grocery & FMCG Staples Product 0724,Grocery & FMCG,Staples,Apex,Supplier B,47.24,51.74,2022-05-22,Active
725,PRD00725,Beauty & Personal Care Grooming Product 0725,Beauty & Personal Care,Grooming,Zenith,Supplier B,6647.93,9808.13,2023-12-03,Active
726,PRD00726,Beauty & Personal Care Haircare Product 0726,Beauty & Personal Care,Haircare,Zenith,Supplier D,135.99,197.16,2024-09-15,Active
727,PRD00727,Grocery & FMCG Staples Product 0727,Grocery & FMCG,Staples,Zenith,Supplier D,5836.02,6723.65,2024-12-23,Active
728,PRD00728,Electronics Wearables Product 0728,Electronics,Wearables,Apex,Supplier C,4303.58,5394.82,2022-09-05,Active
729,PRD00729,Electronics Accessories Product 0729,Electronics,Accessories,Prime,Supplier E,5516.18,6317.93,2021-06-11,Active
730,PRD00730,Home & Kitchen Cookware Product 0730,Home & Kitchen,Cookware,Apex,Supplier F,521.26,689.71,2022-10-18,Active
731,PRD00731,Grocery & FMCG Snacks Product 0731,Grocery & FMCG,Snacks,Urban,Supplier C,121.99,143.14,2023-08-17,Active
732,PRD00732,Electronics Accessories Product 0732,Electronics,Accessories,Nova,Supplier C,3053.43,3638.53,2022-09-13,Active
733,PRD00733,Beauty & Personal Care Grooming Product 0733,Beauty & Personal Care,Grooming,Nova,Supplier A,94.22,134.19,2024-12-29,Active
734,PRD00734,Sports & Lifestyle Lifestyle Accessories Product 0734,Sports & Lifestyle,Lifestyle Accessories,Urban,Supplier F,1057.73,1726.6,2024-06-10,Active
735,PRD00735,Grocery & FMCG Beverages Product 0735,Grocery & FMCG,Beverages,Vertex,Supplier A,178.02,208.56,2021-04-21,Active
736,PRD00736,Fashion Footwear Product 0736,Fashion,Footwear,Apex,Supplier D,588.19,811.76,2023-07-23,Active
737,PRD00737,Electronics Smartphones Product 0737,Electronics,Smartphones,Orion,Supplier C,952.25,1085.51,2024-06-09,Active
738,PRD00738,Grocery & FMCG Packaged Food Product 0738,Grocery & FMCG,Packaged Food,XBrand,Supplier D,48.09,53.28,2023-01-20,Active
739,PRD00739,Beauty & Personal Care Haircare Product 0739,Beauty & Personal Care,Haircare,Zenith,Supplier F,2473.07,3314.93,2022-12-10,Active
740,PRD00740,Electronics Accessories Product 0740,Electronics,Accessories,Apex,Supplier F,12844.27,14816.75,2021-09-30,Active
741,PRD00741,Electronics Accessories Product 0741,Electronics,Accessories,Nova,Supplier E,9530.42,11329.5,2023-03-18,Active
742,PRD00742,Sports & Lifestyle Sports Equipment Product 0742,Sports & Lifestyle,Sports Equipment,XBrand,Supplier B,776.98,1048.59,2021-02-10,Active
743,PRD00743,Beauty & Personal Care Grooming Product 0743,Beauty & Personal Care,Grooming,Orion,Supplier A,1554.89,2921.73,2022-07-14,Active
744,PRD00744,Grocery & FMCG Staples Product 0744,Grocery & FMCG,Staples,Vertex,Supplier E,60.25,66.19,2022-04-11,Active
745,PRD00745,Grocery & FMCG Staples Product 0745,Grocery & FMCG,Staples,Prime,Supplier E,4689.24,5298.51,2024-01-06,Active
746,PRD00746,Beauty & Personal Care Haircare Product 0746,Beauty & Personal Care,Haircare,Prime,Supplier A,832.33,1260.89,2022-05-05,Active
747,PRD00747,Fashion Womens Apparel Product 0747,Fashion,Womens Apparel,Orion,Supplier A,309.31,489.31,2021-04-27,Active
748,PRD00748,Fashion Mens Apparel Product 0748,Fashion,Mens Apparel,Apex,Supplier F,1657.77,2336.85,2022-03-10,Active
749,PRD00749,Home & Kitchen Furniture Product 0749,Home & Kitchen,Furniture,Apex,Supplier F,2046.5,2989.7,2023-11-09,Active
750,PRD00750,Fashion Womens Apparel Product 0750,Fashion,Womens Apparel,XBrand,Supplier C,2204.62,3017.47,2023-09-21,Active
751,PRD00751,Grocery & FMCG Household Care Product 0751,Grocery & FMCG,Household Care,XBrand,Supplier D,512.16,602.73,2021-07-15,Active
752,PRD00752,Beauty & Personal Care Haircare Product 0752,Beauty & Personal Care,Haircare,Vertex,Supplier F,2276.94,3841.51,2022-09-11,Active
753,PRD00753,Grocery & FMCG Snacks Product 0753,Grocery & FMCG,Snacks,Apex,Supplier E,43.85,51.65,2025-01-14,Active
754,PRD00754,Fashion Accessories Product 0754,Fashion,Accessories,Nova,Supplier C,3159.8,4240.69,2022-03-01,Active
755,PRD00755,Beauty & Personal Care Skincare Product 0755,Beauty & Personal Care,Skincare,Prime,Supplier C,441.47,662.11,2024-11-18,Active
756,PRD00756,Beauty & Personal Care Skincare Product 0756,Beauty & Personal Care,Skincare,Vertex,Supplier E,1513.45,2174.61,2024-07-31,Active
757,PRD00757,Beauty & Personal Care Cosmetics Product 0757,Beauty & Personal Care,Cosmetics,Zenith,Supplier F,789.55,1513.42,2021-02-03,Active
758,PRD00758,Beauty & Personal Care Haircare Product 0758,Beauty & Personal Care,Haircare,XBrand,Supplier E,2043.72,3932.98,2021-10-22,Active
759,PRD00759,Home & Kitchen Home Decor Product 0759,Home & Kitchen,Home Decor,Zenith,Supplier B,57539.56,70325.76,2023-10-04,Active
760,PRD00760,Fashion Mens Apparel Product 0760,Fashion,Mens Apparel,Nova,Supplier F,2285.6,3424.47,2024-06-28,Active
761,PRD00761,Electronics Audio Product 0761,Electronics,Audio,Apex,Supplier D,63721.03,72021.84,2021-12-05,Active
762,PRD00762,Fashion Footwear Product 0762,Fashion,Footwear,Urban,Supplier E,8735.34,13926.23,2022-09-10,Active
763,PRD00763,Fashion Womens Apparel Product 0763,Fashion,Womens Apparel,XBrand,Supplier F,4898.36,6683.72,2025-01-03,Active
764,PRD00764,Beauty & Personal Care Cosmetics Product 0764,Beauty & Personal Care,Cosmetics,Vertex,Supplier A,129.37,230.86,2021-06-29,Active
765,PRD00765,Sports & Lifestyle Sports Equipment Product 0765,Sports & Lifestyle,Sports Equipment,Urban,Supplier B,142.36,223.61,2022-09-14,Active
766,PRD00766,Beauty & Personal Care Skincare Product 0766,Beauty & Personal Care,Skincare,Nova,Supplier D,61.84,105.58,2024-06-05,Active
767,PRD00767,Grocery & FMCG Staples Product 0767,Grocery & FMCG,Staples,Zenith,Supplier F,166.08,193.38,2022-09-11,Active
768,PRD00768,Fashion Womens Apparel Product 0768,Fashion,Womens Apparel,Orion,Supplier A,3109.47,4562.65,2022-10-05,Active
769,PRD00769,Beauty & Personal Care Haircare Product 0769,Beauty & Personal Care,Haircare,Prime,Supplier F,119.37,162.94,2021-01-23,Active
770,PRD00770,Electronics Laptops Product 0770,Electronics,Laptops,Orion,Supplier A,14772.63,17438.9,2024-09-12,Active
771,PRD00771,Home & Kitchen Kitchen Appliances Product 0771,Home & Kitchen,Kitchen Appliances,Orion,Supplier D,12503.42,17049.84,2024-03-23,Active
772,PRD00772,Home & Kitchen Furniture Product 0772,Home & Kitchen,Furniture,Orion,Supplier B,1885.42,2506.12,2022-09-11,Active
773,PRD00773,Fashion Womens Apparel Product 0773,Fashion,Womens Apparel,Nova,Supplier A,226.46,331.62,2024-03-15,Active
774,PRD00774,Electronics Smartphones Product 0774,Electronics,Smartphones,Prime,Supplier C,105538.96,132303.71,2021-09-09,Active
775,PRD00775,Electronics Audio Product 0775,Electronics,Audio,Nova,Supplier D,3754.01,4481.28,2021-10-29,Active
776,PRD00776,Home & Kitchen Storage Product 0776,Home & Kitchen,Storage,Orion,Supplier D,23853.99,32019.5,2023-12-30,Active
777,PRD00777,Sports & Lifestyle Outdoor Product 0777,Sports & Lifestyle,Outdoor,XBrand,Supplier E,171.85,218.88,2024-01-22,Active
778,PRD00778,Home & Kitchen Kitchen Appliances Product 0778,Home & Kitchen,Kitchen Appliances,Orion,Supplier B,2782.32,4246.55,2021-06-12,Active
779,PRD00779,Fashion Accessories Product 0779,Fashion,Accessories,XBrand,Supplier C,3320.38,4512.51,2024-01-10,Active
780,PRD00780,Home & Kitchen Cookware Product 0780,Home & Kitchen,Cookware,Vertex,Supplier C,426.71,619.43,2023-12-23,Active
781,PRD00781,Beauty & Personal Care Haircare Product 0781,Beauty & Personal Care,Haircare,Orion,Supplier E,2865.0,4810.47,2022-09-04,Active
782,PRD00782,Home & Kitchen Kitchen Appliances Product 0782,Home & Kitchen,Kitchen Appliances,Urban,Supplier A,7732.83,9486.01,2024-12-30,Active
783,PRD00783,Home & Kitchen Storage Product 0783,Home & Kitchen,Storage,Nova,Supplier A,19627.36,28611.6,2023-12-08,Active
784,PRD00784,Fashion Womens Apparel Product 0784,Fashion,Womens Apparel,Orion,Supplier C,501.46,824.4,2022-03-21,Active
785,PRD00785,Electronics Audio Product 0785,Electronics,Audio,Nova,Supplier B,2249.79,2460.53,2021-03-15,Active
786,PRD00786,Electronics Televisions Product 0786,Electronics,Televisions,Zenith,Supplier A,2049.55,2290.02,2023-04-06,Active
787,PRD00787,Home & Kitchen Furniture Product 0787,Home & Kitchen,Furniture,Orion,Supplier D,1129.36,1508.1,2022-06-26,Active
788,PRD00788,Electronics Laptops Product 0788,Electronics,Laptops,Urban,Supplier F,9768.12,11448.08,2021-06-06,Inactive
789,PRD00789,Electronics Wearables Product 0789,Electronics,Wearables,Orion,Supplier E,3018.51,3295.62,2025-02-19,Inactive
790,PRD00790,Home & Kitchen Cookware Product 0790,Home & Kitchen,Cookware,Apex,Supplier B,5640.49,7493.44,2024-07-13,Active
791,PRD00791,Grocery & FMCG Snacks Product 0791,Grocery & FMCG,Snacks,Vertex,Supplier A,106.65,127.98,2021-09-13,Inactive
792,PRD00792,Beauty & Personal Care Personal Hygiene Product 0792,Beauty & Personal Care,Personal Hygiene,Zenith,Supplier F,1664.13,3107.29,2023-11-29,Active
793,PRD00793,Fashion Accessories Product 0793,Fashion,Accessories,Nova,Supplier C,1503.06,2076.59,2023-12-15,Active
794,PRD00794,Home & Kitchen Cookware Product 0794,Home & Kitchen,Cookware,Zenith,Supplier E,10158.52,12941.32,2023-11-18,Active
795,PRD00795,Sports & Lifestyle Outdoor Product 0795,Sports & Lifestyle,Outdoor,Vertex,Supplier A,1625.81,2065.84,2023-07-26,Active
796,PRD00796,Fashion Footwear Product 0796,Fashion,Footwear,Nova,Supplier C,5486.15,7569.06,2021-04-28,Active
797,PRD00797,Electronics Smartphones Product 0797,Electronics,Smartphones,Nova,Supplier A,72165.58,90319.0,2022-01-05,Active
798,PRD00798,Beauty & Personal Care Cosmetics Product 0798,Beauty & Personal Care,Cosmetics,Apex,Supplier E,476.47,844.95,2021-07-28,Active
799,PRD00799,Electronics Laptops Product 0799,Electronics,Laptops,Orion,Supplier D,16522.0,20458.92,2022-08-10,Active
800,PRD00800,Home & Kitchen Cookware Product 0800,Home & Kitchen,Cookware,XBrand,Supplier D,1819.54,2650.79,2023-04-29,Active
801,PRD00801,Fashion Womens Apparel Product 0801,Fashion,Womens Apparel,Vertex,Supplier F,1027.14,1828.28,2021-11-12,Active
802,PRD00802,Grocery & FMCG Staples Product 0802,Grocery & FMCG,Staples,Urban,Supplier C,359.02,410.9,2024-11-17,Active
803,PRD00803,Fashion Mens Apparel Product 0803,Fashion,Mens Apparel,Vertex,Supplier D,3786.93,6465.81,2022-03-20,Active
804,PRD00804,Beauty & Personal Care Grooming Product 0804,Beauty & Personal Care,Grooming,Orion,Supplier E,902.1,1279.48,2024-07-06,Active
805,PRD00805,Sports & Lifestyle Lifestyle Accessories Product 0805,Sports & Lifestyle,Lifestyle Accessories,Apex,Supplier C,1441.94,2377.92,2024-05-06,Active
806,PRD00806,Electronics Smartphones Product 0806,Electronics,Smartphones,Prime,Supplier A,33194.41,41161.8,2022-09-20,Active
807,PRD00807,Home & Kitchen Home Decor Product 0807,Home & Kitchen,Home Decor,Zenith,Supplier B,179.41,242.29,2022-03-21,Active
808,PRD00808,Fashion Womens Apparel Product 0808,Fashion,Womens Apparel,Prime,Supplier A,2195.87,3760.09,2022-07-24,Active
809,PRD00809,Fashion Kids Apparel Product 0809,Fashion,Kids Apparel,Apex,Supplier E,210.15,362.62,2022-08-05,Active
810,PRD00810,Fashion Womens Apparel Product 0810,Fashion,Womens Apparel,Zenith,Supplier F,1818.74,2559.67,2022-08-28,Active
811,PRD00811,Sports & Lifestyle Fitness Product 0811,Sports & Lifestyle,Fitness,Orion,Supplier C,795.99,1070.43,2023-01-11,Active
812,PRD00812,Beauty & Personal Care Cosmetics Product 0812,Beauty & Personal Care,Cosmetics,Apex,Supplier A,845.64,1147.28,2023-06-27,Active
813,PRD00813,Beauty & Personal Care Haircare Product 0813,Beauty & Personal Care,Haircare,XBrand,Supplier C,112.53,205.78,2022-10-11,Active
814,PRD00814,Home & Kitchen Furniture Product 0814,Home & Kitchen,Furniture,Vertex,Supplier D,343.92,440.74,2021-11-01,Active
815,PRD00815,Grocery & FMCG Packaged Food Product 0815,Grocery & FMCG,Packaged Food,Orion,Supplier B,290.62,334.71,2021-12-05,Active
816,PRD00816,Sports & Lifestyle Lifestyle Accessories Product 0816,Sports & Lifestyle,Lifestyle Accessories,Zenith,Supplier E,8113.17,11418.42,2022-06-13,Active
817,PRD00817,Grocery & FMCG Beverages Product 0817,Grocery & FMCG,Beverages,Vertex,Supplier A,2324.99,2709.26,2021-02-23,Active
818,PRD00818,Electronics Wearables Product 0818,Electronics,Wearables,Prime,Supplier B,1297.23,1444.39,2024-02-10,Active
819,PRD00819,Beauty & Personal Care Skincare Product 0819,Beauty & Personal Care,Skincare,Orion,Supplier E,484.22,744.06,2022-11-15,Active
820,PRD00820,Electronics Laptops Product 0820,Electronics,Laptops,Urban,Supplier E,32857.37,39176.69,2022-02-23,Active
821,PRD00821,Home & Kitchen Kitchen Appliances Product 0821,Home & Kitchen,Kitchen Appliances,Vertex,Supplier F,1613.63,2040.06,2021-11-01,Active
822,PRD00822,Electronics Wearables Product 0822,Electronics,Wearables,Nova,Supplier D,2199.15,2619.82,2025-01-01,Active
823,PRD00823,Beauty & Personal Care Haircare Product 0823,Beauty & Personal Care,Haircare,Zenith,Supplier F,434.15,698.81,2021-03-26,Active
824,PRD00824,Beauty & Personal Care Grooming Product 0824,Beauty & Personal Care,Grooming,Nova,Supplier F,127.16,217.64,2025-03-28,Active
825,PRD00825,Electronics Televisions Product 0825,Electronics,Televisions,XBrand,Supplier C,61267.34,69315.69,2021-09-09,Active
826,PRD00826,Fashion Accessories Product 0826,Fashion,Accessories,Zenith,Supplier C,1136.74,2048.57,2021-05-06,Active
827,PRD00827,Fashion Kids Apparel Product 0827,Fashion,Kids Apparel,Orion,Supplier B,695.58,1102.36,2022-09-02,Active
828,PRD00828,Home & Kitchen Cookware Product 0828,Home & Kitchen,Cookware,Zenith,Supplier D,245.05,341.78,2024-11-29,Active
829,PRD00829,Electronics Televisions Product 0829,Electronics,Televisions,XBrand,Supplier E,1003.67,1277.4,2021-10-31,Active
830,PRD00830,Fashion Womens Apparel Product 0830,Fashion,Womens Apparel,Zenith,Supplier D,2918.7,4927.18,2023-11-18,Active
831,PRD00831,Grocery & FMCG Beverages Product 0831,Grocery & FMCG,Beverages,Orion,Supplier D,1369.0,1589.96,2023-04-28,Active
832,PRD00832,Electronics Audio Product 0832,Electronics,Audio,Prime,Supplier B,6736.59,8422.55,2024-07-13,Active
833,PRD00833,Electronics Laptops Product 0833,Electronics,Laptops,Urban,Supplier C,101728.61,119661.72,2023-12-12,Active
834,PRD00834,Home & Kitchen Furniture Product 0834,Home & Kitchen,Furniture,Urban,Supplier D,38249.52,53062.91,2022-10-17,Active
835,PRD00835,Sports & Lifestyle Lifestyle Accessories Product 0835,Sports & Lifestyle,Lifestyle Accessories,Apex,Supplier D,2452.3,3458.3,2022-10-06,Active
836,PRD00836,Beauty & Personal Care Personal Hygiene Product 0836,Beauty & Personal Care,Personal Hygiene,XBrand,Supplier D,194.83,260.09,2023-05-08,Active
837,PRD00837,Beauty & Personal Care Haircare Product 0837,Beauty & Personal Care,Haircare,Orion,Supplier A,187.88,301.79,2022-05-26,Active
838,PRD00838,Home & Kitchen Storage Product 0838,Home & Kitchen,Storage,Vertex,Supplier D,1444.74,1942.49,2021-07-26,Active
839,PRD00839,Beauty & Personal Care Grooming Product 0839,Beauty & Personal Care,Grooming,Nova,Supplier D,6058.33,9145.6,2022-07-28,Active
840,PRD00840,Electronics Accessories Product 0840,Electronics,Accessories,Vertex,Supplier E,7682.06,8523.24,2023-05-25,Active
841,PRD00841,Beauty & Personal Care Personal Hygiene Product 0841,Beauty & Personal Care,Personal Hygiene,Nova,Supplier F,68.7,123.53,2022-05-26,Active
842,PRD00842,Sports & Lifestyle Sports Equipment Product 0842,Sports & Lifestyle,Sports Equipment,Prime,Supplier A,2659.1,4104.45,2021-07-20,Active
843,PRD00843,Beauty & Personal Care Grooming Product 0843,Beauty & Personal Care,Grooming,Nova,Supplier D,120.01,197.7,2023-04-03,Active
844,PRD00844,Grocery & FMCG Beverages Product 0844,Grocery & FMCG,Beverages,Vertex,Supplier F,86.79,96.74,2024-07-31,Inactive
845,PRD00845,Beauty & Personal Care Haircare Product 0845,Beauty & Personal Care,Haircare,Zenith,Supplier D,74.9,104.41,2024-10-12,Active
846,PRD00846,Electronics Audio Product 0846,Electronics,Audio,Vertex,Supplier B,3644.82,4033.5,2023-12-07,Active
847,PRD00847,Sports & Lifestyle Lifestyle Accessories Product 0847,Sports & Lifestyle,Lifestyle Accessories,Urban,Supplier B,27397.21,37109.84,2023-10-17,Active
848,PRD00848,Electronics Accessories Product 0848,Electronics,Accessories,Orion,Supplier F,1410.17,1580.68,2021-05-17,Active
849,PRD00849,Fashion Footwear Product 0849,Fashion,Footwear,Urban,Supplier A,2200.87,2985.48,2021-05-10,Active
850,PRD00850,Electronics Smartphones Product 0850,Electronics,Smartphones,XBrand,Supplier E,57334.3,73001.05,2024-05-03,Active
851,PRD00851,Electronics Wearables Product 0851,Electronics,Wearables,Zenith,Supplier A,2491.79,2907.62,2023-10-15,Active
852,PRD00852,Fashion Accessories Product 0852,Fashion,Accessories,Vertex,Supplier A,202.77,326.07,2024-10-19,Active
853,PRD00853,Home & Kitchen Storage Product 0853,Home & Kitchen,Storage,Zenith,Supplier B,1843.34,2381.3,2022-03-08,Active
854,PRD00854,Fashion Kids Apparel Product 0854,Fashion,Kids Apparel,Zenith,Supplier B,416.11,672.02,2023-12-29,Active
855,PRD00855,Beauty & Personal Care Haircare Product 0855,Beauty & Personal Care,Haircare,Orion,Supplier E,476.57,675.91,2025-01-21,Active
856,PRD00856,Electronics Audio Product 0856,Electronics,Audio,Prime,Supplier D,24774.57,29462.32,2022-06-24,Active
857,PRD00857,Electronics Wearables Product 0857,Electronics,Wearables,Nova,Supplier E,64674.0,71577.4,2021-12-01,Active
858,PRD00858,Fashion Mens Apparel Product 0858,Fashion,Mens Apparel,XBrand,Supplier D,3987.67,6480.89,2022-06-10,Active
859,PRD00859,Home & Kitchen Storage Product 0859,Home & Kitchen,Storage,Apex,Supplier F,278.38,396.61,2022-07-12,Inactive
860,PRD00860,Beauty & Personal Care Haircare Product 0860,Beauty & Personal Care,Haircare,Zenith,Supplier F,390.31,759.73,2023-06-28,Active
861,PRD00861,Beauty & Personal Care Haircare Product 0861,Beauty & Personal Care,Haircare,Apex,Supplier C,112.15,190.32,2023-11-06,Active
862,PRD00862,Grocery & FMCG Staples Product 0862,Grocery & FMCG,Staples,Orion,Supplier B,177.04,214.77,2025-01-19,Active
863,PRD00863,Beauty & Personal Care Cosmetics Product 0863,Beauty & Personal Care,Cosmetics,Nova,Supplier C,231.28,453.97,2022-05-25,Active
864,PRD00864,Fashion Footwear Product 0864,Fashion,Footwear,Nova,Supplier C,7098.02,10199.43,2021-07-28,Inactive
865,PRD00865,Beauty & Personal Care Grooming Product 0865,Beauty & Personal Care,Grooming,Orion,Supplier B,2023.72,4038.56,2024-03-27,Active
866,PRD00866,Home & Kitchen Kitchen Appliances Product 0866,Home & Kitchen,Kitchen Appliances,Nova,Supplier C,675.21,905.41,2024-09-22,Active
867,PRD00867,Home & Kitchen Home Decor Product 0867,Home & Kitchen,Home Decor,Urban,Supplier A,3466.89,4503.26,2024-06-18,Active
868,PRD00868,Grocery & FMCG Household Care Product 0868,Grocery & FMCG,Household Care,Nova,Supplier D,19.75,21.99,2021-02-27,Active
869,PRD00869,Fashion Footwear Product 0869,Fashion,Footwear,Apex,Supplier E,596.3,901.74,2023-03-27,Active
870,PRD00870,Grocery & FMCG Beverages Product 0870,Grocery & FMCG,Beverages,Nova,Supplier B,48.23,57.92,2024-08-21,Active
871,PRD00871,Grocery & FMCG Snacks Product 0871,Grocery & FMCG,Snacks,Vertex,Supplier A,1456.5,1597.95,2024-09-30,Active
872,PRD00872,Grocery & FMCG Snacks Product 0872,Grocery & FMCG,Snacks,Orion,Supplier F,971.38,1136.61,2023-11-04,Active
873,PRD00873,Sports & Lifestyle Outdoor Product 0873,Sports & Lifestyle,Outdoor,Prime,Supplier E,25350.71,31712.34,2024-10-14,Active
874,PRD00874,Fashion Accessories Product 0874,Fashion,Accessories,Apex,Supplier E,445.53,789.33,2022-01-12,Active
875,PRD00875,Home & Kitchen Storage Product 0875,Home & Kitchen,Storage,Prime,Supplier E,37144.54,53253.8,2021-08-31,Active
876,PRD00876,Beauty & Personal Care Grooming Product 0876,Beauty & Personal Care,Grooming,Apex,Supplier C,2466.7,3392.38,2023-09-20,Inactive
877,PRD00877,Fashion Accessories Product 0877,Fashion,Accessories,Zenith,Supplier C,1573.45,2236.02,2024-03-14,Active
878,PRD00878,Beauty & Personal Care Skincare Product 0878,Beauty & Personal Care,Skincare,XBrand,Supplier C,125.08,228.49,2023-06-10,Active
879,PRD00879,Beauty & Personal Care Cosmetics Product 0879,Beauty & Personal Care,Cosmetics,Vertex,Supplier C,116.84,184.63,2022-02-19,Active
880,PRD00880,Beauty & Personal Care Grooming Product 0880,Beauty & Personal Care,Grooming,Apex,Supplier A,5298.81,7531.62,2022-01-29,Active
881,PRD00881,Fashion Kids Apparel Product 0881,Fashion,Kids Apparel,Zenith,Supplier C,7584.63,13761.66,2022-12-30,Active
882,PRD00882,Electronics Accessories Product 0882,Electronics,Accessories,Vertex,Supplier B,13126.91,14647.62,2021-12-24,Active
883,PRD00883,Fashion Accessories Product 0883,Fashion,Accessories,Apex,Supplier E,685.6,1030.82,2024-03-27,Active
884,PRD00884,Electronics Audio Product 0884,Electronics,Audio,Prime,Supplier A,3553.39,4034.68,2022-11-05,Active
885,PRD00885,Grocery & FMCG Snacks Product 0885,Grocery & FMCG,Snacks,Prime,Supplier F,7612.65,8414.9,2021-01-18,Active
886,PRD00886,Home & Kitchen Cookware Product 0886,Home & Kitchen,Cookware,Orion,Supplier C,13255.3,16166.38,2022-12-29,Active
