TargetKey,TargetMonth,StoreKey,Category,RevenueTarget,ProfitTarget,UnitsTarget
1799,2025-06-01,60,Grocery & FMCG,42199.97,9803.33,40
1800,2025-06-01,60,Sports & Lifestyle,21818.83,5108.44,20
1801,2025-06-01,61,Electronics,45151.63,7047.67,45
1802,2025-06-01,61,Home & Kitchen,49429.55,12026.74,20
1803,2025-06-01,61,Fashion,52492.45,8302.59,44
1804,2025-06-01,61,Beauty & Personal Care,40157.3,8175.73,26
1805,2025-06-01,61,Grocery & FMCG,42206.64,9744.28,22
1806,2025-06-01,61,Sports & Lifestyle,24780.09,5086.69,26
1807,2025-06-01,62,Electronics,51759.58,14697.88,40
1808,2025-06-01,62,Home & Kitchen,49065.09,14207.68,45
1809,2025-06-01,62,Fashion,61561.4,8897.35,35
1810,2025-06-01,62,Beauty & Personal Care,46076.39,12504.07,20
1811,2025-06-01,62,Grocery & FMCG,53214.63,11532.9,26
1812,2025-06-01,62,Sports & Lifestyle,25997.98,5057.71,26
1813,2025-06-01,63,Electronics,47596.18,8806.0,47
1814,2025-06-01,63,Home & Kitchen,54537.77,15762.57,30
1815,2025-06-01,63,Fashion,64297.45,11101.64,35
1816,2025-06-01,63,Beauty & Personal Care,36952.65,9667.46,20
1817,2025-06-01,63,Grocery & FMCG,45349.43,6540.66,20
1818,2025-06-01,63,Sports & Lifestyle,24658.14,3782.73,20
1819,2025-06-01,64,Electronics,40815.7,8274.6,42
1820,2025-06-01,64,Home & Kitchen,35218.48,9110.82,40
1821,2025-06-01,64,Fashion,45773.5,8814.96,32
1822,2025-06-01,64,Beauty & Personal Care,39081.13,7392.6,20
1823,2025-06-01,64,Grocery & FMCG,35700.97,6844.62,20
1824,2025-06-01,64,Sports & Lifestyle,16826.0,2891.61,20
1825,2025-06-01,65,Electronics,58094.67,9579.65,47
1826,2025-06-01,65,Home & Kitchen,59746.6,17500.44,44
1827,2025-06-01,65,Fashion,60707.59,9152.66,66
1828,2025-06-01,65,Beauty & Personal Care,45242.14,11726.81,45
1829,2025-06-01,65,Grocery & FMCG,50454.5,10240.6,21
1830,2025-06-01,65,Sports & Lifestyle,25066.65,7344.99,20
1831,2025-06-01,66,Electronics,39805.14,5763.57,22
1832,2025-06-01,66,Home & Kitchen,37551.51,10151.26,20
1833,2025-06-01,66,Fashion,42734.27,8907.0,21
1834,2025-06-01,66,Beauty & Personal Care,42520.86,12717.77,24
1835,2025-06-01,66,Grocery & FMCG,46326.65,12061.53,22
1836,2025-06-01,66,Sports & Lifestyle,27544.13,7226.96,20
1837,2025-06-01,67,Electronics,53081.57,11744.48,47
1838,2025-06-01,67,Home & Kitchen,37634.17,9956.84,23
1839,2025-06-01,67,Fashion,52351.17,10257.08,37
1840,2025-06-01,67,Beauty & Personal Care,41700.43,7564.22,20
1841,2025-06-01,67,Grocery & FMCG,43051.47,11945.24,20
1842,2025-06-01,67,Sports & Lifestyle,32134.65,7556.83,22
1843,2025-06-01,68,Electronics,32962.81,6790.4,26
1844,2025-06-01,68,Home & Kitchen,30182.21,6357.93,25
1845,2025-06-01,68,Fashion,35293.4,6639.35,22
1846,2025-06-01,68,Beauty & Personal Care,27917.06,8345.17,23
1847,2025-06-01,68,Grocery & FMCG,28737.1,7005.65,20
1848,2025-06-01,68,Sports & Lifestyle,17124.24,4000.95,20
1849,2025-06-01,69,Electronics,43769.91,8450.61,49
1850,2025-06-01,69,Home & Kitchen,44909.71,12999.91,23
1851,2025-06-01,69,Fashion,45856.35,8648.76,56
1852,2025-06-01,69,Beauty & Personal Care,33212.43,5459.31,21
1853,2025-06-01,69,Grocery & FMCG,28937.83,6056.99,22
1854,2025-06-01,69,Sports & Lifestyle,21501.36,3897.21,20
1855,2025-06-01,70,Electronics,39597.6,10143.35,20
1856,2025-06-01,70,Home & Kitchen,44266.51,9212.37,20
1857,2025-06-01,70,Fashion,51386.05,10623.63,31
1858,2025-06-01,70,Beauty & Personal Care,34253.21,6264.87,23
1859,2025-06-01,70,Grocery & FMCG,39471.06,6500.42,28
1860,2025-06-01,70,Sports & Lifestyle,22880.52,4104.09,20
1861,2025-06-01,71,Electronics,35976.07,5072.57,20
1862,2025-06-01,71,Home & Kitchen,41722.32,6002.61,20
1863,2025-06-01,71,Fashion,37251.48,8741.57,20
1864,2025-06-01,71,Beauty & Personal Care,31218.73,6818.6,34
1865,2025-06-01,71,Grocery & FMCG,30762.21,5697.02,31
1866,2025-06-01,71,Sports & Lifestyle,23244.62,4596.84,20
1867,2025-06-01,72,Electronics,51769.76,13993.53,21
1868,2025-06-01,72,Home & Kitchen,50901.31,7285.12,23
1869,2025-06-01,72,Fashion,66116.45,11798.07,35
1870,2025-06-01,72,Beauty & Personal Care,40076.36,5951.94,28
1871,2025-06-01,72,Grocery & FMCG,43117.16,9671.75,20
1872,2025-06-01,72,Sports & Lifestyle,30556.44,6751.17,20
1873,2025-06-01,73,Electronics,50997.12,14561.15,28
1874,2025-06-01,73,Home & Kitchen,51174.99,8216.07,48
1875,2025-06-01,73,Fashion,58418.65,16066.95,32
1876,2025-06-01,73,Beauty & Personal Care,52605.94,13659.16,26
1877,2025-06-01,73,Grocery & FMCG,46485.46,6956.82,41
1878,2025-06-01,73,Sports & Lifestyle,29550.16,8653.49,22
1879,2025-06-01,74,Electronics,45512.09,7887.29,47
1880,2025-06-01,74,Home & Kitchen,54834.09,10141.87,23
1881,2025-06-01,74,Fashion,51703.59,7272.94,59
1882,2025-06-01,74,Beauty & Personal Care,44172.86,9085.81,51
1883,2025-06-01,74,Grocery & FMCG,43266.4,11458.95,43
1884,2025-06-01,74,Sports & Lifestyle,28144.16,5103.99,20
1885,2025-06-01,75,Electronics,52922.24,8773.03,37
1886,2025-06-01,75,Home & Kitchen,46533.93,13821.71,27
1887,2025-06-01,75,Fashion,53950.11,11772.33,53
1888,2025-06-01,75,Beauty & Personal Care,55817.38,16003.83,63
1889,2025-06-01,75,Grocery & FMCG,45650.68,7181.04,39
1890,2025-06-01,75,Sports & Lifestyle,28149.56,7444.15,20
1891,2025-06-01,76,Electronics,39392.43,7290.66,43
1892,2025-06-01,76,Home & Kitchen,37971.65,10252.22,20
1893,2025-06-01,76,Fashion,44089.02,6395.24,24
1894,2025-06-01,76,Beauty & Personal Care,31745.05,6340.3,23
1895,2025-06-01,76,Grocery & FMCG,35170.58,9419.72,28
1896,2025-06-01,76,Sports & Lifestyle,17759.75,2894.88,20
1897,2025-06-01,77,Electronics,53891.15,13925.21,29
1898,2025-06-01,77,Home & Kitchen,41217.79,11563.8,23
1899,2025-06-01,77,Fashion,48082.52,9108.72,40
1900,2025-06-01,77,Beauty & Personal Care,32944.28,8112.86,20
1901,2025-06-01,77,Grocery & FMCG,37611.62,7054.92,27
1902,2025-06-01,77,Sports & Lifestyle,19069.07,4482.91,20
1903,2025-06-01,78,Electronics,31875.22,9094.98,20
1904,2025-06-01,78,Home & Kitchen,43144.93,9561.1,37
1905,2025-06-01,78,Fashion,36622.64,7333.16,35
1906,2025-06-01,78,Beauty & Personal Care,26492.01,4048.08,20
1907,2025-06-01,78,Grocery & FMCG,33430.24,7370.63,35
1908,2025-06-01,78,Sports & Lifestyle,20185.92,3780.18,20
1909,2025-06-01,79,Electronics,39698.08,9801.27,39
1910,2025-06-01,79,Home & Kitchen,41279.94,6845.48,25
1911,2025-06-01,79,Fashion,37649.31,8767.89,20
1912,2025-06-01,79,Beauty & Personal Care,31260.07,5313.68,20
1913,2025-06-01,79,Grocery & FMCG,39947.29,7906.97,20
1914,2025-06-01,79,Sports & Lifestyle,25222.1,3631.01,20
1915,2025-06-01,80,Electronics,42199.09,11264.78,24
1916,2025-06-01,80,Home & Kitchen,41041.44,8441.27,38
1917,2025-06-01,80,Fashion,47806.62,9129.51,27
1918,2025-06-01,80,Beauty & Personal Care,39362.33,7898.68,34
1919,2025-06-01,80,Grocery & FMCG,41125.08,6562.84,28
1920,2025-06-01,80,Sports & Lifestyle,19993.36,5625.82,20
1921,2025-06-01,81,Electronics,52231.46,13594.26,61
1922,2025-06-01,81,Home & Kitchen,39987.82,5882.88,42
1923,2025-06-01,81,Fashion,51601.07,12515.05,42
1924,2025-06-01,81,Beauty & Personal Care,40547.89,9453.39,20
1925,2025-06-01,81,Grocery & FMCG,39939.05,5783.93,20
1926,2025-06-01,81,Sports & Lifestyle,27188.01,4012.17,20
1927,2025-06-01,82,Electronics,57406.59,10193.31,26
1928,2025-06-01,82,Home & Kitchen,53655.69,10923.2,39
1929,2025-06-01,82,Fashion,61203.46,17902.43,42
1930,2025-06-01,82,Beauty & Personal Care,50068.31,12876.83,20
1931,2025-06-01,82,Grocery & FMCG,47164.97,8737.49,38
1932,2025-06-01,82,Sports & Lifestyle,28150.19,3968.09,20
1933,2025-06-01,83,Electronics,37935.93,7197.85,20
1934,2025-06-01,83,Home & Kitchen,34275.86,5508.01,20
1935,2025-06-01,83,Fashion,37011.11,6569.9,20
1936,2025-06-01,83,Beauty & Personal Care,29283.72,5115.69,20
1937,2025-06-01,83,Grocery & FMCG,29786.63,6447.35,20
1938,2025-06-01,83,Sports & Lifestyle,17542.34,3922.63,20
1939,2025-06-01,84,Electronics,50213.29,14187.82,26
1940,2025-06-01,84,Home & Kitchen,45290.98,10408.35,20
1941,2025-06-01,84,Fashion,48563.64,14174.63,22
1942,2025-06-01,84,Beauty & Personal Care,44917.4,11760.74,20
1943,2025-06-01,84,Grocery & FMCG,36286.24,9268.37,20
1944,2025-06-01,84,Sports & Lifestyle,27099.07,4292.75,20
1945,2025-06-01,85,Electronics,49040.27,10145.04,40
1946,2025-06-01,85,Home & Kitchen,34804.8,6038.6,23
1947,2025-06-01,85,Fashion,37796.25,8901.16,36
1948,2025-06-01,85,Beauty & Personal Care,33211.48,6083.03,20
1949,2025-06-01,85,Grocery & FMCG,30866.69,8903.5,20
1950,2025-06-01,85,Sports & Lifestyle,19825.71,5687.88,20
1951,2025-06-01,86,Electronics,34025.89,6847.08,26
1952,2025-06-01,86,Home & Kitchen,38135.06,6329.52,24
1953,2025-06-01,86,Fashion,40895.89,9479.82,30
1954,2025-06-01,86,Beauty & Personal Care,32369.19,6718.68,20
1955,2025-06-01,86,Grocery & FMCG,26065.27,6418.97,20
1956,2025-06-01,86,Sports & Lifestyle,23782.73,3636.68,29
1957,2025-06-01,87,Electronics,49851.93,10413.15,26
1958,2025-06-01,87,Home & Kitchen,55548.87,14652.97,35
1959,2025-06-01,87,Fashion,66107.24,16631.12,48
1960,2025-06-01,87,Beauty & Personal Care,49313.84,14387.04,20
1961,2025-06-01,87,Grocery & FMCG,51362.28,10693.34,32
1962,2025-06-01,87,Sports & Lifestyle,29262.24,7414.72,20
1963,2025-06-01,88,Electronics,63559.78,9005.79,52
1964,2025-06-01,88,Home & Kitchen,59685.59,14392.35,25
1965,2025-06-01,88,Fashion,63661.0,12009.75,33
1966,2025-06-01,88,Beauty & Personal Care,55609.66,12925.43,33
1967,2025-06-01,88,Grocery & FMCG,52151.35,11521.87,49
1968,2025-06-01,88,Sports & Lifestyle,39093.55,6963.33,33
1969,2025-06-01,89,Electronics,51683.04,9318.2,42
1970,2025-06-01,89,Home & Kitchen,42398.51,11717.85,37
1971,2025-06-01,89,Fashion,67729.25,12832.49,49
1972,2025-06-01,89,Beauty & Personal Care,47140.7,7029.13,30
1973,2025-06-01,89,Grocery & FMCG,41413.92,7728.99,23
1974,2025-06-01,89,Sports & Lifestyle,28552.48,7077.73,20
1975,2025-06-01,90,Electronics,46546.37,9819.24,27
1976,2025-06-01,90,Home & Kitchen,42241.38,6787.8,43
1977,2025-06-01,90,Fashion,47859.54,11539.92,22
1978,2025-06-01,90,Beauty & Personal Care,34979.72,7241.21,42
1979,2025-06-01,90,Grocery & FMCG,32391.46,5217.11,20
1980,2025-06-01,90,Sports & Lifestyle,23589.46,4397.24,20
1981,2025-06-01,91,Electronics,62892.52,16135.38,58
1982,2025-06-01,91,Home & Kitchen,51269.83,7822.9,23
1983,2025-06-01,91,Fashion,56639.1,11704.04,63
1984,2025-06-01,91,Beauty & Personal Care,40729.75,6722.4,29
1985,2025-06-01,91,Grocery & FMCG,44648.79,9104.94,36
1986,2025-06-01,91,Sports & Lifestyle,25931.75,5312.23,20
1987,2025-06-01,92,Electronics,34437.13,6009.96,25
1988,2025-06-01,92,Home & Kitchen,27679.71,4143.65,20
1989,2025-06-01,92,Fashion,30776.24,8441.81,20
1990,2025-06-01,92,Beauty & Personal Care,25561.06,5964.01,20
1991,2025-06-01,92,Grocery & FMCG,24816.19,5476.61,20
1992,2025-06-01,92,Sports & Lifestyle,16542.26,3104.23,20
1993,2025-06-01,93,Electronics,49015.92,10155.33,20
1994,2025-06-01,93,Home & Kitchen,45692.69,10302.05,25
1995,2025-06-01,93,Fashion,44151.75,12529.15,20
1996,2025-06-01,93,Beauty & Personal Care,45880.89,6550.48,22
1997,2025-06-01,93,Grocery & FMCG,36500.72,9254.55,22
1998,2025-06-01,93,Sports & Lifestyle,22041.65,3343.91,22
1999,2025-06-01,94,Electronics,57685.94,13019.64,54
2000,2025-06-01,94,Home & Kitchen,40764.97,9800.41,43
2001,2025-06-01,94,Fashion,59898.39,12894.52,45
2002,2025-06-01,94,Beauty & Personal Care,41663.14,9741.39,30
2003,2025-06-01,94,Grocery & FMCG,39868.57,10090.09,38
2004,2025-06-01,94,Sports & Lifestyle,25856.56,3764.44,20
2005,2025-06-01,95,Electronics,26417.98,4881.97,20
2006,2025-06-01,95,Home & Kitchen,19787.67,5062.16,20
2007,2025-06-01,95,Fashion,25846.52,7338.44,20
2008,2025-06-01,95,Beauty & Personal Care,19231.3,5559.11,20
2009,2025-06-01,95,Grocery & FMCG,25841.49,5895.73,23
2010,2025-06-01,95,Sports & Lifestyle,15108.64,3321.79,20
2011,2025-06-01,96,Electronics,52579.89,15727.08,27
2012,2025-06-01,96,Home & Kitchen,59273.29,17138.67,69
2013,2025-06-01,96,Fashion,52195.01,14839.85,21
2014,2025-06-01,96,Beauty & Personal Care,42670.59,11953.77,29
2015,2025-06-01,96,Grocery & FMCG,49321.23,7393.44,32
2016,2025-06-01,96,Sports & Lifestyle,27274.55,6707.07,21
2017,2025-06-01,97,Electronics,31301.37,6714.25,20
2018,2025-06-01,97,Home & Kitchen,32202.71,7239.55,20
2019,2025-06-01,97,Fashion,33638.57,7233.42,20
2020,2025-06-01,97,Beauty & Personal Care,21937.96,6321.48,20
2021,2025-06-01,97,Grocery & FMCG,28881.89,7370.91,20
2022,2025-06-01,97,Sports & Lifestyle,17706.59,4829.67,20
2023,2025-06-01,98,Electronics,23225.05,4784.7,20
2024,2025-06-01,98,Home & Kitchen,17933.19,2888.25,20
2025,2025-06-01,98,Fashion,24137.97,3447.54,20
2026,2025-06-01,98,Beauty & Personal Care,15620.47,3179.18,20
2027,2025-06-01,98,Grocery & FMCG,18667.31,3340.51,20
2028,2025-06-01,98,Sports & Lifestyle,10000.0,2725.28,20
2029,2025-06-01,99,Electronics,49255.07,7769.93,20
2030,2025-06-01,99,Home & Kitchen,45659.59,10112.83,22
2031,2025-06-01,99,Fashion,43503.64,11438.1,20
2032,2025-06-01,99,Beauty & Personal Care,42010.38,7361.19,23
2033,2025-06-01,99,Grocery & FMCG,40367.19,8324.79,34
2034,2025-06-01,99,Sports & Lifestyle,27533.12,8216.71,25
2035,2025-06-01,100,Electronics,54388.69,14534.86,27
2036,2025-06-01,100,Home & Kitchen,55671.31,15380.51,39
2037,2025-06-01,100,Fashion,58466.54,15852.13,28
2038,2025-06-01,100,Beauty & Personal Care,42956.34,9259.31,28
2039,2025-06-01,100,Grocery & FMCG,43442.09,9264.47,20
2040,2025-06-01,100,Sports & Lifestyle,23943.62,4328.89,21
2041,2025-06-01,101,Electronics,61690.09,10217.99,33
2042,2025-06-01,101,Home & Kitchen,45162.86,7883.59,35
2043,2025-06-01,101,Fashion,58712.49,8498.19,31
2044,2025-06-01,101,Beauty & Personal Care,55206.36,12995.48,43
2045,2025-06-01,101,Grocery & FMCG,60050.38,10426.86,48
2046,2025-06-01,101,Sports & Lifestyle,29010.68,5902.35,20
2047,2025-06-01,102,Electronics,23425.15,6638.32,27
2048,2025-06-01,102,Home & Kitchen,20546.05,4001.83,23
2049,2025-06-01,102,Fashion,26187.44,6758.85,20
2050,2025-06-01,102,Beauty & Personal Care,18929.48,3910.53,20
2051,2025-06-01,102,Grocery & FMCG,22413.47,3630.53,20
2052,2025-06-01,102,Sports & Lifestyle,13914.46,2976.97,20
2053,2025-06-01,103,Electronics,63205.23,17162.39,31
2054,2025-06-01,103,Home & Kitchen,57530.12,16191.7,27
2055,2025-06-01,103,Fashion,69092.89,18419.94,42
2056,2025-06-01,103,Beauty & Personal Care,49945.83,10692.83,21
2057,2025-06-01,103,Grocery & FMCG,40214.26,9198.5,37
2058,2025-06-01,103,Sports & Lifestyle,30439.0,5270.38,20
2059,2025-06-01,104,Electronics,58251.88,10476.37,70
2060,2025-06-01,104,Home & Kitchen,56675.64,9342.06,54
2061,2025-06-01,104,Fashion,70857.06,15959.05,35
2062,2025-06-01,104,Beauty & Personal Care,45683.86,8676.83,32
2063,2025-06-01,104,Grocery & FMCG,48220.52,7475.44,21
2064,2025-06-01,104,Sports & Lifestyle,27604.83,7310.75,20
2065,2025-06-01,105,Electronics,18946.38,3515.84,20
2066,2025-06-01,105,Home & Kitchen,19152.97,5039.03,21
2067,2025-06-01,105,Fashion,22754.2,4294.47,20
2068,2025-06-01,105,Beauty & Personal Care,17122.39,4013.25,20
2069,2025-06-01,105,Grocery & FMCG,16916.26,3041.14,20
2070,2025-06-01,105,Sports & Lifestyle,11414.14,2523.8,20
2071,2025-06-01,106,Electronics,43726.97,7114.02,36
2072,2025-06-01,106,Home & Kitchen,40068.46,9605.83,20
2073,2025-06-01,106,Fashion,50922.21,8433.69,22
2074,2025-06-01,106,Beauty & Personal Care,43589.5,8996.05,24
2075,2025-06-01,106,Grocery & FMCG,37718.11,10376.56,20
2076,2025-06-01,106,Sports & Lifestyle,19739.35,3213.8,20
2077,2025-06-01,107,Electronics,51706.19,11223.88,26
2078,2025-06-01,107,Home & Kitchen,50341.99,15006.72,29
2079,2025-06-01,107,Fashion,52888.26,10473.01,23
2080,2025-06-01,107,Beauty & Personal Care,48823.28,10494.28,34
2081,2025-06-01,107,Grocery & FMCG,47719.24,8931.22,33
2082,2025-06-01,107,Sports & Lifestyle,29850.26,5761.92,36
2083,2025-06-01,108,Electronics,31865.72,6551.59,20
2084,2025-06-01,108,Home & Kitchen,22372.59,4354.17,20
2085,2025-06-01,108,Fashion,34254.95,6290.33,20
2086,2025-06-01,108,Beauty & Personal Care,26906.05,7148.69,20
2087,2025-06-01,108,Grocery & FMCG,33213.03,5832.6,20
2088,2025-06-01,108,Sports & Lifestyle,16788.99,3857.62,20
2089,2025-06-01,109,Electronics,33472.01,6680.44,31
2090,2025-06-01,109,Home & Kitchen,39163.65,10290.62,46
2091,2025-06-01,109,Fashion,36342.14,6854.62,41
2092,2025-06-01,109,Beauty & Personal Care,31372.43,7641.55,20
2093,2025-06-01,109,Grocery & FMCG,32489.87,4965.74,20
2094,2025-06-01,109,Sports & Lifestyle,18676.68,4320.22,20
2095,2025-06-01,110,Electronics,56363.34,9139.33,25
2096,2025-06-01,110,Home & Kitchen,47273.52,9742.27,39
2097,2025-06-01,110,Fashion,66974.41,13024.09,27
2098,2025-06-01,110,Beauty & Personal Care,48802.3,11960.57,40
2099,2025-06-01,110,Grocery & FMCG,56739.37,16784.53,29
2100,2025-06-01,110,Sports & Lifestyle,27732.31,6931.45,20
2101,2025-06-01,111,Electronics,58215.33,12450.27,23
2102,2025-06-01,111,Home & Kitchen,55983.57,14179.22,68
2103,2025-06-01,111,Fashion,61405.87,12848.64,40
2104,2025-06-01,111,Beauty & Personal Care,48795.01,11435.18,30
2105,2025-06-01,111,Grocery & FMCG,59126.17,11977.53,48
2106,2025-06-01,111,Sports & Lifestyle,32385.58,7904.69,20
2107,2025-06-01,112,Electronics,46568.53,8129.14,40
2108,2025-06-01,112,Home & Kitchen,44475.58,6747.35,20
2109,2025-06-01,112,Fashion,58944.83,9021.96,35
2110,2025-06-01,112,Beauty & Personal Care,43338.64,12429.41,20
2111,2025-06-01,112,Grocery & FMCG,56919.35,9052.5,55
2112,2025-06-01,112,Sports & Lifestyle,29505.02,7728.03,20
2113,2025-06-01,113,Electronics,50415.79,11384.54,28
2114,2025-06-01,113,Home & Kitchen,49145.07,12582.64,31
2115,2025-06-01,113,Fashion,57243.32,12825.54,45
2116,2025-06-01,113,Beauty & Personal Care,61531.18,13077.64,25
2117,2025-06-01,113,Grocery & FMCG,53398.39,7538.28,27
2118,2025-06-01,113,Sports & Lifestyle,31240.47,7097.78,21
2119,2025-06-01,114,Electronics,61007.79,16348.87,32
2120,2025-06-01,114,Home & Kitchen,66286.69,9973.81,27
2121,2025-06-01,114,Fashion,64727.49,11252.04,48
2122,2025-06-01,114,Beauty & Personal Care,53928.97,15910.02,49
2123,2025-06-01,114,Grocery & FMCG,54391.71,14087.83,42
2124,2025-06-01,114,Sports & Lifestyle,31991.7,8819.24,35
2125,2025-06-01,115,Electronics,25632.82,3864.53,20
2126,2025-06-01,115,Home & Kitchen,28324.89,5938.49,20
2127,2025-06-01,115,Fashion,28032.97,4313.91,20
2128,2025-06-01,115,Beauty & Personal Care,23637.23,4849.64,20
2129,2025-06-01,115,Grocery & FMCG,22015.25,5509.72,20
2130,2025-06-01,115,Sports & Lifestyle,15894.31,2898.4,20
2131,2025-06-01,116,Electronics,67609.21,14050.1,80
2132,2025-06-01,116,Home & Kitchen,57339.6,14287.94,38
2133,2025-06-01,116,Fashion,58859.31,8500.41,55
2134,2025-06-01,116,Beauty & Personal Care,44658.01,10459.6,21
2135,2025-06-01,116,Grocery & FMCG,49932.7,13671.99,37
2136,2025-06-01,116,Sports & Lifestyle,27479.06,7247.99,20
2137,2025-06-01,117,Electronics,58966.03,12369.36,24
2138,2025-06-01,117,Home & Kitchen,51898.51,9083.2,21
2139,2025-06-01,117,Fashion,60810.72,9913.25,33
2140,2025-06-01,117,Beauty & Personal Care,42499.75,10288.31,20
2141,2025-06-01,117,Grocery & FMCG,52920.66,14740.12,23
2142,2025-06-01,117,Sports & Lifestyle,25737.41,3679.24,28
2143,2025-06-01,118,Electronics,24233.06,5828.01,20
2144,2025-06-01,118,Home & Kitchen,20961.82,5707.6,20
2145,2025-06-01,118,Fashion,26041.79,7665.33,22
2146,2025-06-01,118,Beauty & Personal Care,16597.48,2391.9,20
2147,2025-06-01,118,Grocery & FMCG,16360.7,4046.83,20
2148,2025-06-01,118,Sports & Lifestyle,11898.63,2047.2,20
2149,2025-06-01,119,Electronics,34611.74,6083.48,32
2150,2025-06-01,119,Home & Kitchen,34670.62,6109.4,20
2151,2025-06-01,119,Fashion,41299.32,6424.92,25
2152,2025-06-01,119,Beauty & Personal Care,34172.17,5300.23,26
2153,2025-06-01,119,Grocery & FMCG,33348.88,5000.36,26
2154,2025-06-01,119,Sports & Lifestyle,19474.27,3067.13,20
2155,2025-06-01,120,Electronics,24739.82,6910.18,20
2156,2025-06-01,120,Home & Kitchen,27591.35,6775.54,22
2157,2025-06-01,120,Fashion,23078.15,4641.98,20
2158,2025-06-01,120,Beauty & Personal Care,21559.42,4355.44,20
2159,2025-06-01,120,Grocery & FMCG,21508.0,6169.38,20
2160,2025-06-01,120,Sports & Lifestyle,13714.91,2651.82,20
2161,2025-07-01,1,Electronics,64312.36,9555.92,50
2162,2025-07-01,1,Home & Kitchen,58649.01,13563.45,32
2163,2025-07-01,1,Fashion,52844.87,9583.36,31
2164,2025-07-01,1,Beauty & Personal Care,60598.19,11172.8,33
2165,2025-07-01,1,Grocery & FMCG,59023.58,10363.21,32
2166,2025-07-01,1,Sports & Lifestyle,32352.97,6996.6,20
2167,2025-07-01,2,Electronics,50136.68,8331.1,45
2168,2025-07-01,2,Home & Kitchen,42144.4,9256.12,44
2169,2025-07-01,2,Fashion,42119.05,6174.41,20
2170,2025-07-01,2,Beauty & Personal Care,43244.9,12496.45,25
2171,2025-07-01,2,Grocery & FMCG,39068.26,6500.65,35
2172,2025-07-01,2,Sports & Lifestyle,22737.05,3245.22,20
2173,2025-07-01,3,Electronics,43730.33,12259.67,29
2174,2025-07-01,3,Home & Kitchen,39466.03,9704.21,34
2175,2025-07-01,3,Fashion,55437.81,15278.21,44
2176,2025-07-01,3,Beauty & Personal Care,43192.82,10161.81,31
2177,2025-07-01,3,Grocery & FMCG,46097.73,12335.83,47
2178,2025-07-01,3,Sports & Lifestyle,28249.2,7784.24,27
2179,2025-07-01,4,Electronics,41266.07,8897.8,20
2180,2025-07-01,4,Home & Kitchen,45221.57,13371.24,20
2181,2025-07-01,4,Fashion,57034.98,16787.53,47
2182,2025-07-01,4,Beauty & Personal Care,37894.19,11031.55,24
2183,2025-07-01,4,Grocery & FMCG,40348.78,11545.32,24
2184,2025-07-01,4,Sports & Lifestyle,29212.0,7581.59,20
2185,2025-07-01,5,Electronics,49625.64,7126.75,42
2186,2025-07-01,5,Home & Kitchen,45148.24,6501.79,20
2187,2025-07-01,5,Fashion,46301.75,11056.64,20
2188,2025-07-01,5,Beauty & Personal Care,40985.23,7445.41,20
2189,2025-07-01,5,Grocery & FMCG,45319.42,12188.27,27
2190,2025-07-01,5,Sports & Lifestyle,22314.3,6119.28,20
2191,2025-07-01,6,Electronics,29858.29,6661.04,20
2192,2025-07-01,6,Home & Kitchen,29730.67,8735.22,20
2193,2025-07-01,6,Fashion,32912.79,9082.16,21
2194,2025-07-01,6,Beauty & Personal Care,22515.53,5217.89,20
2195,2025-07-01,6,Grocery & FMCG,28750.71,8416.05,31
2196,2025-07-01,6,Sports & Lifestyle,14736.51,4026.67,20
2197,2025-07-01,7,Electronics,35273.55,5658.61,20
2198,2025-07-01,7,Home & Kitchen,30741.46,8657.29,29
2199,2025-07-01,7,Fashion,39825.55,10396.08,30
2200,2025-07-01,7,Beauty & Personal Care,30794.73,7480.79,20
2201,2025-07-01,7,Grocery & FMCG,30798.64,8772.92,20
2202,2025-07-01,7,Sports & Lifestyle,22476.83,5522.88,20
2203,2025-07-01,8,Electronics,58015.32,9891.57,26
2204,2025-07-01,8,Home & Kitchen,53311.36,7932.62,29
2205,2025-07-01,8,Fashion,52782.62,9420.7,22
2206,2025-07-01,8,Beauty & Personal Care,45653.33,12623.42,24
2207,2025-07-01,8,Grocery & FMCG,42203.92,12644.09,26
2208,2025-07-01,8,Sports & Lifestyle,24735.62,7074.16,21
2209,2025-07-01,9,Electronics,60445.03,8541.73,37
2210,2025-07-01,9,Home & Kitchen,54470.3,15799.22,35
2211,2025-07-01,9,Fashion,57970.7,8149.18,39
2212,2025-07-01,9,Beauty & Personal Care,45479.47,8796.79,40
2213,2025-07-01,9,Grocery & FMCG,52926.94,9923.7,33
2214,2025-07-01,9,Sports & Lifestyle,33158.38,7797.37,28
2215,2025-07-01,10,Electronics,55459.32,12393.59,24
2216,2025-07-01,10,Home & Kitchen,56058.54,9786.29,35
2217,2025-07-01,10,Fashion,59221.94,9202.86,27
2218,2025-07-01,10,Beauty & Personal Care,41804.81,10357.76,20
2219,2025-07-01,10,Grocery & FMCG,53177.8,15280.31,43
2220,2025-07-01,10,Sports & Lifestyle,28211.94,8281.66,20
2221,2025-07-01,11,Electronics,45250.3,11307.04,20
2222,2025-07-01,11,Home & Kitchen,42143.17,11829.75,22
2223,2025-07-01,11,Fashion,47004.69,11498.36,57
2224,2025-07-01,11,Beauty & Personal Care,33264.23,8061.87,20
2225,2025-07-01,11,Grocery & FMCG,35225.06,10280.63,20
2226,2025-07-01,11,Sports & Lifestyle,26299.1,3785.81,20
2227,2025-07-01,12,Electronics,46043.11,6943.78,20
