ReturnID,OrderID,ReturnDate,CustomerKey,ProductKey,StoreKey,QuantityReturned,ReturnReasonKey,RefundAmount
4094,1037019,2025-09-26,21209,1174,48,1,5,1724.12
4095,1136209,2025-10-05,12409,1115,46,1,5,563.03
4096,1121278,2025-11-04,11979,310,23,1,3,2233.46
4097,1181510,2026-01-18,38326,82,31,1,1,167.52
4098,1184866,2026-02-09,22914,1220,36,1,4,365.8
4099,1098423,2025-07-24,41458,1808,110,1,4,9894.1
4100,1017150,2025-05-13,23055,1164,120,1,2,29965.26
4101,1105073,2026-02-26,11319,2071,61,1,4,912.72
4102,1079408,2025-08-15,43527,622,81,1,5,242687.55
4103,1057087,2025-05-22,32619,12,86,1,4,3666.91
4104,1005896,2025-06-05,4907,2361,89,1,5,409.28
4105,1106777,2025-09-29,14,1712,97,1,2,5053.64
4106,1140293,2025-06-02,10544,2486,75,1,1,3481.52
4107,1117555,2026-01-24,24334,1994,39,1,1,2504.44
4108,1089557,2025-12-26,7849,1585,100,1,4,28237.27
4109,1077626,2026-02-01,1751,2031,24,1,1,2925.25
4110,1197864,2025-07-15,8959,910,9,1,1,4385.35
4111,1138232,2025-04-12,3513,106,4,1,1,9941.23
4112,1184961,2025-12-20,13837,2435,47,1,1,144142.2
4113,1152754,2025-07-09,9483,194,34,1,3,862.03
4114,1070772,2026-04-06,9179,1295,34,1,5,2964.33
4115,1171399,2025-06-12,39559,2569,45,1,3,428.75
4116,1142256,2025-08-09,24721,533,9,1,2,803.54
4117,1176015,2025-11-10,25949,1024,5,1,2,61146.07
4118,1053710,2025-06-19,6689,1531,71,1,4,15864.41
4119,1000926,2025-11-15,19713,1582,44,1,1,13896.08
4120,1082941,2026-01-26,29912,2845,101,1,2,5088.26
4121,1037469,2025-09-16,9961,2019,6,1,1,21437.43
4122,1052680,2025-08-04,3449,873,108,1,2,62183.91
4123,1120543,2025-04-22,27809,2172,49,1,5,3148.83
4124,1096673,2025-05-04,41253,2409,65,1,3,2562.49
4125,1108332,2026-04-10,38781,1044,1,1,5,37573.23
4126,1075831,2025-07-04,32028,2542,117,1,4,497.72
4127,1015745,2025-11-08,47694,1478,15,1,5,22826.24
4128,1048458,2025-11-19,7923,2234,71,1,4,5665.18
4129,1066567,2025-10-09,25491,1338,46,1,3,7983.84
4130,1077003,2025-08-19,49681,1198,47,1,2,58481.16
4131,1047485,2025-08-24,36017,929,1,1,4,309.48
4132,1008481,2025-12-27,24967,335,58,1,4,4525.79
4133,1049505,2026-01-04,36619,1377,33,1,1,1589.74
4134,1010684,2025-07-24,8141,801,101,1,5,1617.77
4135,1063642,2026-04-09,47159,1841,10,1,1,26404.95
4136,1011299,2025-12-16,19558,717,72,1,1,66288.27
4137,1194879,2025-10-28,26217,483,17,1,2,588.45
4138,1005492,2025-06-22,41274,2629,81,1,2,183.82
4139,1072969,2025-11-23,9616,835,64,1,4,5714.92
4140,1192244,2025-12-16,15589,460,58,1,4,163208.55
4141,1169923,2025-05-14,19663,1018,95,1,5,1377.89
4142,1028227,2025-07-22,33740,2198,71,1,3,29662.83
4143,1072468,2025-05-30,19938,530,114,1,2,45186.96
4144,1137036,2026-01-20,5381,2922,9,1,5,9501.69
4145,1096098,2025-12-14,14793,2719,54,1,3,41403.8
4146,1160946,2025-04-13,22233,210,51,1,5,40129.92
4147,1011461,2025-08-10,44801,497,112,1,1,1396.49
4148,1015752,2025-07-04,29386,346,11,1,3,1793.92
4149,1105883,2025-07-31,2310,509,6,1,1,27832.47
4150,1033701,2026-03-22,7262,274,61,1,5,114.1
4151,1025712,2025-06-08,21443,60,114,1,5,5821.64
4152,1079844,2025-07-14,37555,2664,9,1,2,6659.55
4153,1131151,2026-04-16,46745,773,17,1,4,294.29
4154,1072133,2026-04-06,40433,129,10,1,3,1295.67
4155,1043442,2025-08-09,46958,859,101,1,4,350.0
4156,1162102,2026-01-08,34987,1391,5,1,4,4158.26
4157,1074317,2025-06-25,25192,1701,5,1,1,786.95
4158,1160539,2025-10-20,17743,2301,75,1,3,1290.1
4159,1145476,2025-11-27,36119,2130,19,1,4,3354.3
4160,1090963,2026-03-06,10184,1798,28,1,5,73046.64
4161,1009116,2025-06-24,18983,2430,70,1,1,863.51
4162,1139650,2025-08-20,6463,177,68,1,5,9430.38
4163,1114892,2025-12-26,3147,769,44,1,5,139.07
4164,1007013,2025-06-21,17707,914,102,1,2,38996.6
4165,1114093,2025-11-05,15267,2880,92,1,5,3054.86
4166,1163226,2025-08-29,34472,2720,46,1,3,135112.29
4167,1029753,2025-12-28,30368,2325,71,1,1,16425.51
4168,1007887,2026-02-21,38665,1637,70,1,4,973.03
4169,1088302,2025-12-30,39949,874,56,1,2,750.16
4170,1107915,2025-04-25,12899,1720,90,1,1,760.35
4171,1058312,2025-04-27,16126,615,9,1,3,2338.85
4172,1038377,2025-11-28,25830,96,24,1,2,324.83
4173,1100176,2025-05-31,12019,2551,4,1,4,1401.33
4174,1037763,2025-10-04,17431,2124,48,1,2,6468.09
4175,1095792,2025-11-06,7082,2888,16,1,1,136160.01
4176,1154539,2025-05-02,13402,2776,29,1,2,13317.61
4177,1157148,2025-06-22,3961,341,101,1,4,25580.06
4178,1169979,2025-09-18,3440,473,43,1,4,1364.97
4179,1156586,2026-03-04,17639,1754,42,1,2,2327.99
4180,1108882,2026-03-29,40739,1891,23,1,3,41555.96
4181,1030243,2025-10-07,1102,2922,11,1,3,14415.87
4182,1103197,2025-09-27,43848,2054,23,1,3,1828.98
4183,1188445,2025-09-18,46179,16,67,1,3,85539.93
4184,1039017,2025-09-03,20268,794,46,1,3,12297.05
4185,1071632,2026-03-15,37618,238,43,1,1,69408.74
4186,1177271,2025-10-01,28614,2422,117,1,2,93453.26
4187,1023390,2025-10-06,35455,2510,20,1,3,713.39
4188,1005158,2026-03-28,29428,1414,117,1,2,1067.16
4189,1012046,2025-10-25,17519,1031,24,1,5,602.76
4190,1181123,2026-04-06,19989,2916,29,1,5,22926.91
4191,1039234,2025-08-05,3605,1377,116,1,2,1854.25
4192,1137937,2025-05-24,5203,1925,101,1,4,3498.1
4193,1171993,2025-10-01,34520,2768,16,1,4,1598.12
4194,1170003,2025-12-01,17232,2847,82,1,2,6490.17
4195,1165266,2026-01-02,19381,1470,5,1,4,848.45
4196,1028317,2025-09-06,49091,1437,27,1,4,1888.8
4197,1029345,2026-04-07,28261,1018,90,1,2,957.81
4198,1176418,2025-11-10,30891,537,15,1,5,62588.07
4199,1039453,2025-07-07,29851,1910,91,1,4,63991.83
4200,1063696,2025-09-28,13161,2466,36,1,1,2608.16
4201,1125592,2025-12-12,24756,366,38,1,5,1211.07
4202,1003744,2025-12-03,47127,2032,35,1,1,163.9
4203,1030577,2025-07-22,38090,96,35,1,2,312.55
4204,1137279,2025-10-12,16625,2011,25,1,2,33861.5
4205,1019523,2025-07-09,42509,5,41,1,2,32016.87
4206,1095206,2025-12-24,27259,1240,67,1,5,2957.24
4207,1145517,2025-12-25,38054,2929,10,1,3,19487.45
4208,1044976,2025-12-16,14905,2477,35,1,1,62084.11
4209,1047046,2025-08-03,13987,871,63,1,5,4541.11
4210,1139060,2025-05-04,42831,573,79,1,4,354.37
4211,1192383,2026-01-24,45024,1173,57,1,4,8618.16
4212,1117034,2026-03-23,24588,1684,84,1,2,46710.78
4213,1050402,2025-09-24,26033,2123,27,1,2,13550.83
4214,1041283,2025-09-09,33911,974,79,1,3,102059.11
4215,1145958,2025-09-20,14551,717,30,1,4,11428.92
4216,1064095,2026-03-19,39762,2460,9,1,2,555.99
4217,1071294,2025-06-20,19465,2614,37,1,4,33210.95
4218,1018223,2025-04-28,43680,2297,25,1,5,447.35
4219,1028667,2026-02-28,10436,1812,20,1,1,5209.34
4220,1010523,2025-06-30,42667,2748,115,1,4,4954.7
4221,1123355,2025-09-08,38793,1998,91,1,3,10518.19
4222,1056801,2025-11-04,42712,2983,81,1,1,450.45
4223,1111374,2025-10-06,9439,1468,8,1,4,43694.94
4224,1154881,2026-03-05,2079,1901,24,1,4,1422.13
4225,1084879,2026-03-28,23053,1914,82,1,2,340978.4
4226,1095245,2025-11-19,20336,1449,34,1,3,11169.1
4227,1079831,2026-02-16,34047,77,23,1,1,472.06
4228,1048357,2025-07-10,36468,2787,22,1,4,106350.73
4229,1031949,2025-12-06,37411,1061,61,1,5,867.79
4230,1114028,2026-03-08,36217,1445,35,1,1,18433.1
4231,1051599,2025-08-21,13576,2592,98,1,1,14664.63
4232,1003105,2025-10-02,7424,1724,57,1,4,35063.13
4233,1063673,2025-11-21,27404,1402,114,1,3,41615.05
4234,1166309,2026-03-20,30582,2044,78,1,5,1069.98
4235,1125312,2025-12-27,42101,112,12,1,5,51492.15
4236,1143051,2025-07-19,46813,567,8,1,1,1582.53
4237,1193740,2026-01-21,26131,2145,56,1,2,27378.63
4238,1139450,2026-01-20,41695,2417,10,1,5,1730.59
4239,1043088,2025-12-07,40951,2344,23,1,1,722.15
4240,1191457,2026-03-19,4370,1727,24,1,1,33468.91
4241,1064039,2026-03-17,36144,856,56,1,2,86686.88
4242,1007177,2025-12-05,3617,2989,25,1,4,962.13
4243,1073343,2025-06-08,45231,2176,36,1,2,5290.81
4244,1073670,2025-11-08,5652,2341,66,1,4,937.79
4245,1084494,2025-09-02,29452,11,66,1,5,15249.78
4246,1196477,2025-12-29,37543,2487,91,1,2,70756.9
4247,1012268,2025-11-14,15038,2239,48,1,5,4224.92
4248,1084742,2025-09-15,10969,936,105,1,4,6331.73
4249,1012013,2025-05-10,44166,2179,41,1,4,96336.78
4250,1189446,2025-11-17,8801,461,112,1,3,36400.89
4251,1176858,2025-11-12,5750,1978,99,1,2,5065.62
4252,1083159,2026-02-06,3183,1619,99,1,5,124408.85
4253,1162499,2026-01-09,46623,2020,86,1,3,608.0
4254,1042686,2025-10-29,46513,1482,15,1,5,1928.83
4255,1138698,2025-06-01,7569,2650,28,1,3,2305.21
4256,1197265,2026-03-26,35988,15,1,1,4,814.97
4257,1057198,2026-02-22,21897,81,43,1,1,12127.2
4258,1004540,2026-01-08,26460,618,99,1,4,145113.34
4259,1061980,2026-03-17,3664,234,54,1,3,1444.28
4260,1139985,2025-08-14,34627,1028,118,1,1,24053.36
4261,1155999,2025-05-30,25638,1393,116,1,5,6029.79
4262,1080766,2026-01-17,49564,2994,48,1,4,1048.4
4263,1048250,2025-09-17,14301,888,90,1,1,14000.23
4264,1112645,2025-05-20,36700,125,66,1,2,32442.87
4265,1182041,2025-08-22,10924,759,85,1,3,264095.88
4266,1085561,2025-05-06,38431,1489,5,1,2,91709.67
4267,1047205,2026-03-30,10681,422,7,1,4,14142.91
4268,1083413,2025-05-09,13762,1926,60,1,5,3877.63
4269,1075004,2025-06-06,21528,1517,13,1,5,10463.22
4270,1069385,2025-08-30,5901,1947,38,1,4,4590.85
4271,1037159,2026-04-14,15150,100,87,1,1,1964.77
4272,1111123,2026-03-12,7836,2462,46,1,2,26306.11
4273,1197172,2026-03-05,16187,1699,68,1,3,731.75
4274,1042479,2026-01-31,46427,1936,49,1,3,250.19
4275,1041605,2025-11-05,21790,2990,65,1,4,7261.47
4276,1101035,2026-01-17,26765,874,60,1,1,1388.06
4277,1193044,2025-04-15,19466,725,84,1,5,18558.89
4278,1184774,2025-07-02,18408,741,24,1,5,10239.69
4279,1024656,2025-09-21,28464,1004,50,1,1,3016.4
4280,1148421,2025-06-10,43030,1195,100,1,2,4725.91
4281,1110590,2025-07-18,7254,2788,102,1,3,33654.57
4282,1184519,2026-01-03,43753,2612,92,1,2,10316.41
4283,1138246,2025-04-05,15875,738,72,1,1,101.92
4284,1147664,2025-11-28,16954,2134,28,1,1,855.94
4285,1009202,2026-01-08,97,334,21,1,4,1997.48
4286,1123268,2025-12-08,41578,411,30,1,5,686.72
4287,1167786,2025-07-24,17571,1131,100,1,5,17343.5
4288,1114192,2025-05-05,23789,965,83,1,4,4125.15
4289,1180314,2025-05-06,46302,1192,76,1,3,35235.91
4290,1118978,2026-02-23,22271,659,33,1,4,196.92
4291,1184639,2025-05-31,2418,2646,29,1,3,3094.91
4292,1102103,2026-03-08,18931,1287,92,1,4,36632.95
4293,1050800,2025-11-28,21426,2946,68,1,1,2583.6
4294,1074900,2025-10-23,16640,2781,16,1,1,25720.11
4295,1000680,2026-02-25,49474,1353,117,1,1,7821.9
4296,1122105,2025-10-07,35050,1200,55,1,2,1963.19
4297,1013696,2025-07-02,38372,1073,109,1,4,4067.92
4298,1121679,2025-05-22,43864,747,21,1,1,436.48
4299,1139061,2025-11-02,30692,1471,65,1,4,2385.87
4300,1077689,2025-05-17,31326,2020,63,1,5,624.57
4301,1127806,2026-02-19,578,384,58,1,3,77567.17
4302,1027658,2025-08-03,9445,2287,44,1,3,510.96
4303,1068436,2025-12-25,21152,2260,18,1,2,157229.69
4304,1088562,2025-09-04,2020,1585,79,1,5,14014.55
4305,1039201,2025-08-19,39828,2359,54,1,4,4750.68
4306,1023978,2025-07-24,47057,814,67,1,4,408.32
4307,1016348,2025-11-06,26618,181,59,1,5,15596.76
4308,1036496,2026-01-22,45088,378,12,1,3,49080.5
4309,1089948,2025-09-25,49170,2384,16,1,1,9163.13
4310,1169943,2025-07-18,41780,936,109,1,3,2105.74
4311,1117076,2025-08-25,43900,1961,73,1,1,98120.03
4312,1073435,2025-10-19,18925,2062,109,1,1,415.49
4313,1043624,2025-06-07,28205,2348,69,1,4,1716.47
4314,1041087,2025-11-07,34708,1225,55,1,1,26119.49
4315,1081562,2025-09-27,730,2082,24,1,5,2468.89
4316,1028812,2025-11-13,14061,2134,34,1,3,425.4
4317,1196474,2025-05-16,657,1763,114,1,2,145.1
4318,1095154,2025-10-25,7653,2016,102,1,2,20349.74
4319,1041696,2025-08-26,21115,250,86,1,2,2460.64
4320,1003665,2025-10-29,26719,1367,63,1,3,8679.71
4321,1029712,2025-12-10,19348,1420,116,1,1,672.64
4322,1002594,2025-06-10,18542,1191,12,1,5,7443.87
4323,1007833,2026-02-01,30619,550,73,1,5,27045.99
4324,1104810,2025-10-05,24758,1193,46,1,1,64979.92
4325,1037215,2025-11-02,13315,2243,75,1,2,2593.77
4326,1131666,2025-08-09,9909,315,32,1,3,9258.87
4327,1063481,2025-08-09,43795,909,112,1,4,1277.39
4328,1160269,2025-11-21,35233,1857,56,1,5,65630.27
4329,1047267,2026-03-17,39950,2677,56,1,1,28099.37
4330,1136062,2025-11-28,20854,384,42,1,5,26394.59
4331,1148718,2025-08-14,31785,1540,77,1,1,19971.5
4332,1186665,2025-12-27,1685,2255,89,1,1,1306.58
4333,1167173,2025-12-13,11949,2052,4,1,1,16903.73
4334,1130198,2025-10-08,20768,2898,88,1,4,1850.21
4335,1199851,2025-06-29,21887,2869,43,1,4,79456.16
4336,1139710,2026-02-16,16061,684,34,1,2,13852.06
4337,1190891,2026-01-07,27418,1781,62,1,4,115071.98
4338,1187039,2025-07-08,29102,2570,61,1,2,7898.93
4339,1064821,2025-04-13,10788,1430,15,1,4,6191.03
4340,1185221,2025-08-15,6642,1313,91,1,1,9056.06
4341,1012269,2025-08-04,48116,1070,59,1,1,98.84
4342,1165841,2025-08-07,35270,2199,33,1,5,2091.11
4343,1051277,2026-02-04,47525,932,117,1,4,2295.08
4344,1121186,2025-10-01,22265,969,85,1,2,3254.87
4345,1025660,2025-06-21,41763,1085,34,1,2,81985.89
4346,1009160,2025-07-08,29145,1636,5,1,2,102532.83
4347,1062496,2025-10-22,35529,1791,98,1,4,2135.96
4348,1183365,2026-03-17,4392,1131,25,1,3,12648.15
4349,1029160,2026-03-30,15912,2902,39,1,1,61455.23
4350,1029899,2025-11-16,49161,320,100,1,3,6705.27
4351,1070802,2025-07-29,43782,1031,71,1,2,573.58
4352,1148347,2025-07-17,22802,1067,112,1,5,10737.31
4353,1016396,2026-01-21,28274,1106,25,1,4,68126.19
4354,1172520,2025-11-14,19978,882,5,1,4,37350.59
4355,1185898,2025-12-18,23934,844,62,1,5,88.65
4356,1128984,2026-02-16,18698,1960,44,1,2,42383.4
4357,1065988,2025-05-31,10477,1240,73,1,4,1724.27
4358,1059414,2025-11-23,25951,2850,39,1,3,13223.42
4359,1080000,2025-06-28,25621,283,101,1,5,3328.81
4360,1070820,2025-08-26,43056,1761,73,1,4,190.07
4361,1093623,2025-09-20,16370,516,15,1,1,40343.49
4362,1051186,2025-12-03,9465,660,56,1,1,43801.02
4363,1106999,2025-07-16,23783,1064,16,1,3,21252.59
4364,1078362,2025-09-15,5623,2838,6,1,1,49659.2
4365,1014277,2025-05-15,11354,2023,87,1,3,624.74
4366,1091543,2025-10-03,28624,1626,25,1,2,5144.6
4367,1169568,2026-02-10,43676,332,116,1,3,9533.02
4368,1164778,2026-03-11,12959,2527,89,1,1,8422.96
4369,1146042,2026-02-17,19000,1121,34,1,1,2435.96
4370,1027728,2026-02-01,34587,2394,66,1,3,219.59
4371,1154964,2025-06-07,42736,423,95,1,3,4353.01
4372,1014729,2025-11-16,42169,1667,34,1,3,5644.88
4373,1040187,2026-01-14,27086,1451,60,1,5,603.76
4374,1183287,2025-04-23,6111,744,29,1,2,251.12
4375,1178650,2026-02-06,29844,91,37,1,1,1055.16
4376,1113530,2026-04-20,45152,763,56,1,4,12646.07
4377,1102195,2025-05-22,21575,1488,39,1,1,24896.01
4378,1172711,2026-02-20,34260,1733,62,1,4,3363.21
4379,1198029,2026-02-27,31530,951,35,1,4,13343.56
4380,1150516,2026-01-09,11972,921,6,1,1,394.83
4381,1135763,2025-11-09,14472,1741,83,1,1,6205.86
4382,1177385,2025-09-27,36152,2485,9,1,5,2070.09
4383,1025733,2025-09-16,22764,909,28,1,1,2384.33
4384,1024636,2025-12-20,37250,1174,76,1,1,1716.3
4385,1001594,2025-07-26,796,267,92,1,5,523.02
4386,1022721,2025-09-23,13958,1493,85,1,2,14394.44
4387,1011546,2025-11-01,7245,1723,93,1,3,58325.36
4388,1029344,2025-09-15,27933,2487,112,1,2,77391.89
4389,1067174,2026-01-05,43473,1421,39,1,5,1277.13
4390,1193855,2025-05-12,6236,446,51,1,5,5877.37
4391,1139842,2025-10-21,36672,111,39,1,1,1148.13
4392,1011732,2025-11-22,48456,894,78,1,3,9275.51
4393,1088127,2025-12-16,33357,133,93,1,1,3183.64
4394,1032642,2025-09-08,17538,2965,49,1,2,1896.21
4395,1157537,2025-08-07,35184,734,53,1,4,3109.68
4396,1128100,2025-09-09,44213,738,71,1,4,48.76
4397,1044869,2025-07-28,29203,2685,100,1,4,3754.64
4398,1008880,2025-06-29,49893,1439,59,1,1,829.15
4399,1033960,2025-07-20,3583,1171,56,1,2,66599.55
4400,1154381,2025-10-08,18034,687,45,1,1,3800.21
4401,1188520,2025-09-18,33358,476,37,1,5,121554.12
4402,1172393,2026-01-29,7975,2789,22,1,5,7553.8
4403,1097221,2026-03-29,48684,1418,98,1,1,15607.56
4404,1004624,2025-06-09,22899,1175,91,1,1,18000.43
4405,1034493,2025-10-25,14975,1998,61,1,1,10127.4
4406,1007742,2025-06-11,1192,290,98,1,5,14776.35
4407,1123765,2026-04-24,25736,328,66,1,2,6761.5
4408,1027090,2025-10-09,1651,1947,86,1,2,8105.96
4409,1150707,2025-07-23,20504,1736,70,1,1,12394.78
4410,1115868,2025-11-26,28544,2111,69,1,1,17346.37
4411,1111399,2026-03-08,26135,2544,51,1,3,14569.65
4412,1180697,2025-09-05,21552,391,108,1,4,6810.97
4413,1093715,2025-12-10,24886,1671,78,1,2,2836.02
4414,1172184,2025-11-28,2696,2900,68,1,3,945.82
4415,1001974,2025-09-05,792,15,7,1,4,835.58
4416,1079909,2026-03-21,19424,2045,79,1,4,1518.7
4417,1125351,2026-04-09,8572,2602,5,1,1,3000.06
4418,1193245,2026-03-20,18411,1376,118,1,4,5322.39
4419,1125505,2026-02-14,12663,877,19,1,2,2233.27
4420,1181018,2025-12-22,40640,432,13,1,4,202.81
4421,1197478,2025-04-19,37796,2630,23,1,4,1368.34
4422,1084859,2025-12-14,20944,2593,26,1,4,14315.99
4423,1084956,2026-02-04,33102,2138,108,1,1,1124.09
4424,1161005,2025-04-29,11315,1676,61,1,4,6442.25
4425,1033115,2025-06-06,31861,489,120,1,4,5154.88
4426,1149872,2026-03-01,32393,320,35,1,2,42878.26
4427,1017036,2026-04-10,27288,1794,80,1,1,1737.34
4428,1142470,2025-08-21,49465,2965,98,1,3,1869.1
4429,1088211,2025-11-10,31593,2692,79,1,2,20254.04
4430,1165501,2025-09-30,43666,147,60,1,3,41741.97
4431,1020028,2025-12-12,10274,2791,81,1,3,2329.17
4432,1015178,2025-11-10,30530,680,68,1,4,7528.29
4433,1059546,2025-07-04,23848,286,64,1,5,261323.86
4434,1080485,2026-03-03,25297,763,34,1,4,6286.79
4435,1077468,2025-10-08,2853,2287,21,1,5,1909.25
4436,1184638,2026-01-24,12477,2692,20,1,1,72717.95
4437,1084040,2026-01-16,22351,2980,64,1,4,7135.75
4438,1093974,2025-09-17,17790,2785,79,1,5,16282.78
4439,1173996,2025-06-15,38094,2732,60,1,2,1123.8
4440,1154474,2025-12-14,15178,283,97,1,1,6628.61
4441,1174040,2025-12-18,19241,1418,58,1,1,14259.86
4442,1043187,2025-07-22,38776,1752,93,1,2,1022.65
4443,1158746,2025-12-16,7220,673,10,1,4,9579.35
4444,1113996,2026-02-21,25917,891,55,1,5,863.06
4445,1098406,2026-01-06,11016,2862,41,1,2,1560.79
4446,1000862,2025-10-16,35647,1421,54,1,4,1260.32
4447,1139712,2025-08-25,41185,2152,87,1,5,3069.49
4448,1038993,2025-09-01,6061,1787,52,1,2,288.62
4449,1136650,2025-09-27,30850,749,115,1,4,10642.2
4450,1072339,2026-01-29,20076,2475,7,1,1,105.75
4451,1051771,2025-08-08,44737,2609,18,1,3,3156.85
4452,1060487,2025-08-06,48642,1602,76,1,2,31449.86
4453,1041169,2025-11-12,29462,2321,27,1,5,1482.36
4454,1022802,2025-06-10,41229,2877,34,1,2,751.17
4455,1008305,2025-04-17,29845,1805,88,1,5,24608.27
4456,1115182,2025-09-14,42239,1533,40,1,5,94971.36
4457,1107024,2025-11-23,32546,2864,83,1,2,5327.04
4458,1061644,2025-06-26,31138,1374,46,1,2,3655.16
4459,1060127,2025-06-07,12187,2582,56,1,3,38462.94
4460,1058997,2025-11-26,35746,2860,31,1,1,49996.33
4461,1109942,2026-01-31,30147,889,54,1,4,3580.79
4462,1058235,2025-06-01,40759,494,104,1,1,50844.92
4463,1112731,2025-09-16,4692,2814,48,1,1,1016.24
4464,1152782,2025-11-14,34588,1044,19,1,1,32179.0
4465,1062458,2026-01-20,3468,2339,40,1,5,627.64
4466,1097382,2026-03-26,6979,2625,116,1,2,148.1
4467,1111843,2025-06-24,45701,1406,88,1,2,480.48
4468,1187345,2025-09-27,8901,268,65,1,5,2264.44
4469,1045622,2026-03-26,14817,1405,111,1,5,3102.27
4470,1101322,2025-09-22,37758,2980,90,1,4,6953.14
4471,1073233,2025-05-03,7974,852,97,1,4,325.87
4472,1100494,2025-11-30,22464,1288,21,1,4,456.88
4473,1026219,2025-04-24,32953,2561,7,1,1,361.67
4474,1181688,2026-02-21,12908,2624,51,1,2,100.26
4475,1136228,2026-04-13,28259,2477,16,1,2,32819.74
4476,1002437,2025-10-27,26258,2409,112,1,3,2438.95
4477,1015944,2026-03-24,17325,70,111,1,5,1124.4
4478,1004393,2025-09-10,38637,2405,75,1,1,2335.54
4479,1199582,2025-10-12,5815,187,17,1,3,7742.0
4480,1006386,2025-04-27,45249,1771,31,1,1,5448.22
4481,1182195,2026-03-20,27899,434,71,1,5,212.6
4482,1137128,2025-06-12,36600,2440,75,1,3,66552.77
4483,1135495,2025-06-02,16694,354,73,1,3,393.82
4484,1193209,2026-02-14,26395,400,109,1,3,10862.11
4485,1073914,2026-02-17,22995,281,113,1,2,258880.72
4486,1013406,2026-03-25,33093,2424,71,1,1,815.84
4487,1023783,2025-09-26,32233,874,4,1,4,1413.01
4488,1156297,2025-08-04,2343,2081,48,1,1,865.86
4489,1085596,2025-09-24,27962,2307,57,1,4,1744.82
4490,1180063,2025-05-18,12111,1284,54,1,1,3545.19
4491,1126206,2025-11-23,13511,391,106,1,1,12763.32
4492,1142161,2025-04-23,25378,2186,116,1,3,2721.48
4493,1118945,2025-10-04,31783,1214,11,1,5,3606.39
4494,1165009,2025-11-29,45428,2624,79,1,1,95.7
4495,1000720,2026-01-03,39619,2012,83,1,4,4679.87
4496,1090189,2025-11-29,42378,1945,97,1,1,21788.91
4497,1174950,2026-01-12,32517,2363,25,1,1,63861.78
4498,1109259,2025-12-24,22077,1345,71,1,1,17798.87
4499,1125246,2025-07-15,26482,2272,4,1,1,6881.8
4500,1102218,2026-02-11,44759,2500,72,1,4,9564.58
4501,1131490,2026-02-09,15458,2879,93,1,4,2318.42
4502,1119144,2026-01-07,36849,309,34,1,4,214.53
4503,1016506,2025-12-10,11026,2013,1,1,1,48172.45
4504,1159852,2026-01-11,3356,1387,38,1,5,3119.74
4505,1140877,2025-10-26,24579,2688,47,1,1,542.57
4506,1164367,2025-10-06,38744,1197,80,1,1,31381.36
4507,1070218,2025-12-28,35619,2778,17,1,1,90.13
4508,1192849,2025-07-30,16489,723,5,1,1,305.6
4509,1185318,2025-12-05,24846,1630,73,1,4,55231.49
4510,1134413,2025-04-29,2767,2230,45,1,4,5175.63
4511,1051511,2025-08-28,4552,1646,66,1,1,546.18
4512,1026553,2026-01-15,28181,926,86,1,5,3408.8
4513,1141477,2025-06-08,54,811,41,1,2,1919.35
4514,1045388,2025-12-12,11648,1605,55,1,3,29393.05
4515,1020458,2026-02-01,26560,2501,67,1,4,32038.05
4516,1047078,2025-12-27,21328,785,118,1,2,4503.29
4517,1137957,2025-07-06,3904,2093,56,1,5,3140.1
4518,1188617,2025-10-20,15619,261,79,1,1,2403.34
4519,1092312,2025-05-29,43811,540,17,1,5,29247.41
4520,1011515,2026-01-10,47639,1129,98,1,2,2079.67
4521,1118542,2026-01-14,44904,2655,76,1,3,797.56
4522,1089219,2025-11-03,30733,57,5,1,2,753.01
4523,1128785,2025-08-07,37543,1233,78,1,5,10732.96
4524,1066762,2026-01-14,4799,214,115,1,3,6423.07
4525,1102926,2025-07-07,43509,2238,46,1,5,2635.5
4526,1151369,2025-11-11,29855,74,52,1,1,1176.9
4527,1199334,2025-10-31,41796,1181,85,1,3,49439.89
4528,1116172,2026-04-07,8731,2095,58,1,5,230.67
4529,1146451,2025-10-01,29690,1122,72,1,5,2515.22
4530,1038576,2025-09-08,22135,1994,25,1,4,7871.93
4531,1090392,2026-03-22,7015,1047,49,1,1,1078.78
4532,1188404,2025-12-11,15558,81,29,1,5,5381.97
4533,1050119,2025-12-05,40034,2695,52,1,1,331474.63
4534,1009354,2026-03-03,22107,2374,38,1,4,5975.03
4535,1133314,2025-08-17,49683,1355,88,1,5,1254.57
4536,1108082,2025-12-09,38398,1356,109,1,3,111.24
4537,1128720,2025-10-15,19986,794,3,1,1,22954.9
4538,1045538,2025-12-22,1275,2484,34,1,3,28776.24
4539,1059449,2026-04-16,13493,1024,17,1,2,278973.26
4540,1045385,2026-01-04,49617,2580,89,1,4,9751.35
4541,1043122,2025-06-25,26347,507,64,1,3,15186.51
4542,1198817,2025-08-15,101,2070,79,1,1,1732.41
4543,1139201,2026-01-04,49225,2732,99,1,1,495.06
4544,1123038,2025-05-21,7579,123,39,1,3,334.94
4545,1076085,2025-08-04,9722,555,109,1,5,8640.4
4546,1174444,2025-11-08,15653,2737,35,1,2,5784.29
4547,1114701,2025-11-14,47953,1806,70,1,3,1381.16
4548,1087078,2025-08-28,30275,2107,111,1,4,33103.46
4549,1161540,2025-12-24,45866,1587,82,1,5,177.21
4550,1054264,2025-09-28,49130,1531,57,1,5,61097.96
